toraj	torej
kuhnjo	kuhinjo
peljá	pelje
,	,
kjér	kjer
je	je
she	že
na	na
ognjiſhi	ognjišču
prav	prav
lepo	lepo
gorelo	gorelo
,	,
okolj	okoli
koriſha	kurišča
pa	pa
kako	kako
ſe	se
bomo	bomo
tukaj	tukaj
pogóvorili	pogovorili
,	,
kako	kako
saſtopili	zastopili
ſe	se
,	,
ker	ker
krajnſhine	kranjščine
ne	ne
snamo	znamo
?	?
”	”
toraj	torej
jih	jih
poduzhí	poduči
,	,
sakaj	zakaj
de	da
med	med
njimi	njimi
nobeniga	nobenega
zhudesha	čudeža
ne	ne
déla	dela
,	,
ino	in
jim	jim
rezhe	reče
:	:
„	„
noben	noben
prerok	prerok
ni	ni
vſhezh	všeč
na	na
ſvojim	svojem
domovji	domovju
.	.
pod	pod
ſhoto	šoto
je	je
vezhji_del	večidel
she	že
bolj	bolj
perſt	prst
sa	za
njivno	njivno
obdelovanje	obdelovanje
.	.
sturi	stori
se	se
uredn	vreden
o	o
gospud	gospod
!	!
nemſhke	nemške
butize	butice
,	,
kolikor	kolikor
ſo	so
nam	nam
is	iz
popiſvanja	popisovanja
snane	znane
,	,
ſo	so
veliko	veliko
krajſhi	krajše
,	,
debeliſhi	debelejše
,	,
in	in
tesheji	težje
,	,
kakor	kakor
krajnſke	kranjske
,	,
in	in
bolj	bolj
kolizhu	količu
,	,
kakor	kakor
palizi	palici
podobne	podobne
,	,
ktere	katere
pri	pri
mlatenji	mlatenju
s	s
zelo	celo
ſvojo	svojo
dolgoſtjo	dolgostjo
in	in
tesho	težo
po	po
tleh	tleh
padajo	padajo
.	.
kolikokrat	kolikokrat
moram	moram
bratu	bratu
odpuſtiti	odpustiti
,	,
kteri	kateri
me	me
rasshali	razžali
?	?
10.	10.
ti	ti
nimaſh	nimaš
sheleti	želeti
tvojiga	tvojega
blishniga	bližnjega
ne	ne
hiſhe	hiše
,	,
ne	ne
hlapza	hlapca
,	,
ne	ne
dekle	dekle
,	,
ne	ne
shivine	živine
,	,
ne	ne
uſiga	vsega
,	,
kar	kar
je	je
njegoviga	njegovega
.	.
pred	pred
140	140
letmi	leti
je	je
sapovedal	zapovedal
zeſte	ceste
delati	delati
od	od
dúnaja	dunaja
do	do
terſta	trsta
,	,
od	od
zelóvza	celovca
do	do
ljublane	ljubljane
,	,
in	in
od	od
rasdertiga	razdrtega
do	do
goríze	gorice
;	;
on	on
je	je
velíl	velel
osnaniti	oznaniti
,	,
de	da
vſe	vsa
unajne	vnanja
ljudſtva	ljudstva
samorejo	zmorejo
po	po
mórju	morju
v	v
terſt	trst
pridti	priti
,	,
in	in
tam	tam
kupzhevati	kupčevati
,	,
bres	brez
de	da
bi	bi
kak	kak
davek	davek
dajale	dajale
.	.
tukaj	tukaj
imâſh	imaš
naſhe	naše
snaminje	znamenje
!	!
pa	pa
nizh	nič
ſe	se
ne	ne
bojte	bojte
!	!
”	”
je	je
rékel	rekel
fantek	fantek
in	in
zhudil	čudil
ſe	se
je	je
;	;
„	„
ſaj	saj
ſte	ste
mi	mi
ſmiraj	zmeraj
pravili	pravili
,	,
kako	kako
je	je
bog	bog
dober	dober
!	!
spoſnani	spoznani
resnizi	resnici
ſuperstati	zoper_stati
.	.
ko	ko
je	je
tadej	tedaj
v	v
králjev	kraljev
tabor	tabor
doſpel	dospel
in	in
ſe	se
vſi	vsi
knesi	knezi
in	in
goſpodje	gospodje
tam	tam
sbrali	zbrali
,	,
ſe	se
je	je
kralj	kralj
s	s
ſvojo	svojo
armado	armado
,	,
ktera	katera
je	je
ſheſtdeſet	šestdeset
tavshent	tavžent
peſhzov	pešcev
in	in
dvanajſt	dvanajst
tavshent	tavžent
konjkov	konjenikov
ſhtela	štela
,	,
proti	proti
ſovrashnikam	sovražnikom
vsdignil	vzdignil
,	,
kterih	katerih
je	je
bilo	bilo
gotovo	gotovo
ſhtirikrat	štirikrat
vezh	več
.	.
sdaj	zdaj
pa	pa
ſhe_lé	šele
vidiva	vidiva
,	,
de	da
'	'
to	to
nizh	nič
ni	ni
bilo	bilo
,	,
in	in
de	da
bi	bi
bila	bila
midva	midva
tudi	tudi
ſvôje	svoje
shivljênje	življenje
dati	dati
iméla	imela
,	,
vaju	vaju
réſhit	rešit
in	in
vaju	vaju
k	k
vaſ_him	vašim
dobrim	dobrim
ſtarſhem	staršem
na	na
dom	dom
peljati	peljati
.	.
to	to
delo	delo
je	je
she	že
vezhkrat	večkrat
ſtorjena	storjena
ſkuſhnja	skušnja
poterdila	potrdila
.	.
”	”
genovefa	genovefa
jima	jima
ukashe	ukaže
vſtáti	vstati
,	,
jima	jima
prijasno	prijazno
roko	roko
podá	poda
in	in
rêzhe	reče
:	:
„	„
dobra	dobra
moshá	moža
!	!
ni	ni
na	na
ſvetlobo	svetlobo
dane	dane
od	od
z.	c.
k.	k.
kmetijſke	kmetijske
drushbe	družbe
.	.
genovefa	genovefa
dobi	dobi
gôrko	gorko
ovzhjo	ovčjo
obléko	obleko
.	.
peſhéna	peščena
semlja	zemlja
ſe	se
hitro	hitro
pregreje	pregreje
,	,
gorkoto	gorkoto
pa	pa
dalje	dlje
dershi	drži
.	.
murvno	murvino
perje	perje
ima	ima
v	v
ſebi	sebi
pet	pet
rezhi	reči
:	:
a	a
)	)
meſnato	mesnato
rezh	reč
,	,
h	h
)	)
farbo	farbo
,	,
c	c
)	)
vodo	vodo
,	,
d	d
)	)
zuker	cuker
,	,
e	e
)	)
ſmolo	smolo
.	.
—	—
vidite	vidite
,	,
kako	kako
tudi	tudi
otrozi	otroci
,	,
ako	ako
ſo	so
dobri	dobri
,	,
lahko	lahko
kaj	kaj
dobriga	dobrega
ſtoré	store
,	,
tiſta	tista
dékliza	deklica
je	je
pokasala	pokazala
pot	pot
,	,
po	po
kteri	kateri
je	je
ta	ta
imenitni	imenitni
goſpod	gospod
dobil	dobil
sdravje	zdravje
ino	in
vero	vero
v'	v
boga	boga
.	.
5.	5.
inu	in
kęr	ker
ga	ga
je	je
hotèl	hotel
vmoriti	umoriti
,	,
ſe	se
je	je
bal	bal
pred	pred
mnóshizo	množico
:	:
sakaj	zakaj
ony	oni
ſo	so
njega	njega
kakòr	kakor
sa	za
preróka	preroka
dèrshali	držali
.	.
v	v
ſrédo	sredo
30.	30.
vélikiga	velikega
ſerpana	srpana
.	.
”	”
obedve	obedve
ſte	sta
ſi	si
na_to	nato
v'	v
roke	roke
ſegle	segli
.	.
eniga	enega
jutra	jutra
ji	ju
joshef	jožef
,	,
ko	ko
je	je
k'	k
njima	njima
priſhel	prišel
,	,
nekako	nekako
opárjena	poparjena
ino	in
pobíta	pobita
najde	najde
.	.
—	—
zhe	če
ſim	sem
pa	pa
ljudem	ljudem
kaj	kaj
taziga	takega
povedal	povedal
,	,
ſo	so
meni	meni
rekli	rekli
,	,
de	da
jim	jim
ne	ne
neſe	nese
po_simi	pozimi
zhbele	čebele
rediti	rediti
,	,
ker	ker
one	one
ob	ob
tem	tem
zhaſu	času
vezh	več
ſnejo	snejo
,	,
kakor	kakor
ſo	so
pomlad	pomladi
vredne	vredne
.	.
treſnoſt	treznost
je	je
ena	ena
mate	mati
te	te
hvalle	hvale
,	,
inu	in
taiſti	taisti
se	si
narloſhej	najlažje
lubeſnivoſt	ljubeznivost
teh	teh
dobreh	dobrih
perdobe	pridobi
,	,
katiri	kateri
se	se
v'	v
jedi	jedi
,	,
inu	in
pitju	pitju
uſſe	vse
naſmase	nezmase
varjejo	varujejo
,	,
inu	in
so	so
uſſellej	vselej
urni	urni
,	,
inu	in
perpravleni	pripravljeni
svoje	svoje
dolſhnuſte	dolžnosti
,	,
inu	in
oppravke	opravke
dapernashat	doprinašati
.	.
kmetovſke	kmetovska
in	in
rokodelſke	rokodelska
djanja	dejanja
,	,
ktere	katere
ſe	se
v	v
drugih	drugih
deshelah	deželah
drugazhi	drugače
,	,
kakor	kakor
per	pri
naſ	nas
opravlajo	opravljajo
,	,
bodo	bodo
rasſojene	razsojene
,	,
koriſtne	koristne
naſvetvane	nasvetovane
,	,
méjn	manj
koriſtne	koristne
odſvetvane	odsvetovane
.	.
ilirſke	ilirske
deshele	dežele
nekadaj	nekdaj
in	in
ſedaj	sedaj
.	.
“	“
pametne	pametne
jim	jim
pa	pa
odgovoré	odgovorijo
:	:
„	„
she	že
nè	ne
!	!
otrozi	otroci
pravizo	pravico
govorę	govore
.	.
“	“
naman	naman
mu	mu
da	da
dva	dva
talenta	talenta
ino	in
prebleki	preobleki
.	.
ino	in
brodniki	brodniki
sgubé	izgube
she	že
vſe	vse
upanje	upanje
ſe	se
reſhiti	rešiti
.	.
„	„
zhe	če
vaſ	vas
bo	bo
ſvet	svet
ſovrashil	sovražil
,	,
ſi	si
miſlite	mislite
,	,
de	da
je	je
mene	mene
popred	popred
ſovrashil	sovražil
.	.
”	”
—	—
in	in
njegov	njegov
svéſti	zvesti
volk	volk
,	,
ki	ki
je	je
na	na
njegovo	njegovo
sdihovanje	vzdihovanje
prihitel	prihitel
,	,
ga	ga
je	je
ſkuſhal	skušal
vtolashiti	potolažiti
,	,
pa	pa
saſtonj	zastonj
.	.
kmetijſke	kmetijske
in	in
rokodělſke	rokodelske
novize	novice
.	.
ozhetu	očetu
pa	pa
le	le
ſolse	solze
v'	v
ozhi	oči
ſtopajo	stopajo
.	.
k	k
pohváli	pohvali
te	te
ure	ure
ne	ne
moremo	moremo
nizh	nič
vezh	več
rezhi	reči
,	,
kakor	kakor
de	da
vedno	vedno
na_tanko	natanko
gre	gre
in	in
de	da
imenovaniga	imenovanega
jurja	jurija
pirza	pirca
k	k
vſazimu	vsakemu
takimu	takemu
delu	delu
na	na
zerkvah	cerkvah
ali	ali
na	na
grajſhinah	graščinah
dobro	dobro
priporózha	priporoča
.	.
“	“
tode	toda
te	te
beſede	besede
jim	jim
niſo	niso
hotle	hotele
v'	v
glavo	glavo
,	,
bile	bile
ſo	so
jim	jim
sdaj	zdaj
ſhe	še
temne	temne
.	.
(	(
na	na
ſtran	stran
.	.
kader	kadar
je	je
tvoje	tvoje
serze	srce
na	na
tesnem	tesnem
,	,
pogledej	poglej
hitru	hitro
pruti	proti
nebesam	nebesom
,	,
ter	ter
misli	misli
,	,
tamkej	tamkaj
bo	bo
konz	konec
mojeh	mojih
rev	rev
,	,
inu	in
nadlug	nadlog
.	.
boſhje	božje
,	,
inu	in
nebeshke	nebeške
rezhy	reči
preseſhejo	presežejo
delezh	daleč
um	um
inu	in
ſaſtopnoſt	zastopnost
tega	tega
zhloveka	človeka
,	,
inu	in
kaj	kaj
ne	ne
?	?
9.	9.
ali	ali
kaj	kaj
ſte	ste
vùnkaj	venkaj
ſhli	šli
ględat	gledat
?	?
kakó	kako
ſe	se
ima	ima
s	z
novo	novo
pinjo	pinjo
v	v
zaker	caker
iti	iti
?	?
satorej	zatorej
mi	mi
tudi	tudi
v	v
naſhih	naših
novizah	novicah
vſelej	vselej
kaj	kaj
taziga	takega
bomo	bomo
vam	vam
dali	dali
,	,
kar	kar
vterjeno	utrjeno
je	je
she	že
v	v
reſnizah	resnicah
,	,
kar	kar
drugi	drugi
sa	za
dobro	dobro
ſo	so
she	že
ſposnali	spoznali
.	.
rokami	rokami
po	po
dolgim	dolgem
,	,
ręshi	reži
en	en
perſt	prst
ſhiroke	široke
nudelne	nudeljne
,	,
pogerni	pogrni
en	en
pert	prt
na	na
eno	eno
drugo	drugo
gorko	gorko
dilo	dilo
,	,
potręſi	potresi
jih	jih
dobro	dobro
s'	z
moko	moko
,	,
rasloshi	razloži
nudelne	nudeljne
na	na
ploſk	plosk
gori	gor
na	na
njo	njo
,	,
poſtavi	postavi
na	na
en	en
gorek	gorek
kraj	kraj
,	,
jih	jih
pogerni	pogrni
,	,
puſti	pusti
jih	jih
eno	eno
ſrędno	srednjo
ręzh	reč
gor	gor
iti	iti
;	;
potle	potlej
vſakiga	vsakega
s'	z
nosham	nožem
po	po
ſrędi	sredi
enmalo	en_malo
naręshi	nareži
,	,
jih	jih
zri	cvri
v'	v
rasbęlenim	razbeljenem
maſli	maslu
;	;
kader	kadar
na	na
miſo	mizo
daſh	daš
,	,
potręſi	potresi
s'	s
zukram	cukrom
.	.
od.	od
kir	ker
buh	bog
je	je
vſsegamogozhn	vsemogočen
,	,
dobrutlou	dobrotljiv
jenu	in
sveſt	zvest
v'	v
ſojih	svojih
oblubah	obljubah
.	.
—	—
jesik	jezik
téh	teh
indjanov	indijancev
je	je
ſilno	silno
teshák	težak
;	;
nektere	nekatere
beſede	besede
ſo	so
tako	tako
dolge	dolge
,	,
kakor	kakor
zela	cela
verſta	vrsta
v	v
bukvih	bukvah
in	in
imá	ima
to	to
.	.
shivot	život
in	in
glavo	glavo
ima	ima
s	z
mozhnim	močnim
ſúknam	suknom
ovito	ovito
,	,
in	in
kadar	kadar
vſakdanjo	vsakdanjo
pot	pot
dokonzhá	dokonča
,	,
nar_poprej	najprej
ſvoje	svoje
molitvize	molitvice
opravi	opravi
,	,
potem	potem
pa	pa
s	s
ſvojo	svojo
druſhnjo	druščino
jé	je
in	in
pije	pije
,	,
matizh.	matič.
ivanek	ivanek
veſ	ves
shaloſten	žalosten
po	po
ſhtengah	štengah
prilese	prileze
;	;
bil	bil
je	je
she	že
lazhen	lačen
ino	in
shejen	žejen
,	,
pa	pa
s-hojen	shojen
tudi	tudi
.	.
tu	to
kader	kadar
so	so
bli	bili
mashneki	mašniki
,	,
inu	in
duhovni	duhovni
ſamirkali	zamerkali
,	,
de	da
mohor	mohor
je	je
od	od
lubeſne	ljubezni
pruti	proti
xtusu	kristusu
unèt	vnet
,	,
inu	in
de	da
sè	si
drugega	drugega
nezh	nič
tolkajn	tolikanj
navoshe	ne_voščim
,	,
koker	kakor
ſa	za
xtusove	kristusove
vire	vere
volo	voljo
umreti	umreti
,	,
so	so
njega	njega
prashalli	vprašali
,	,
aku	ako
be	bi
on	on
ki	kje
utegnil	utegnil
okulipernesen	okoli_prinesen
biti	biti
,	,
kaj	kaj
be	bi
njim	njim
potem	potem
blu	bilo
sturiti	storiti
?	?
kader	kadar
ſo	so
pak	pa
vidili	videli
ti	ti
,	,
katiri	kateri
ſo	so
okuli	okoli
njega	njega
bli	bili
,	,
kaj	kaj
is	iz
tega	tega
ima	ima
pridti	priti
,	,
ſo	so
djali	dejali
k'	k
njemu	njemu
:	:
goſpud	gospod
!	!
dvé_ſto	dvesto
let	let
pred	pred
,	,
in	in
ſhtiri_ſtó	štiristo
po	po
kriſtuſovim	kristusovem
rojſtvu	rojstvu
,	,
tadaj	tedaj
okoli	okoli
600	600
lét	let
,	,
ſo	so
oni	oni
na	na
ilirſkim	ilirskem
kraljevali	kraljevali
,	,
in	in
nekadajne	nekdanje
mersle	mrzle
,	,
puſte	puste
,	,
divje	divje
in	in
nerodovitne	nerodovitne
kraje	kraje
v	v
bolj	bolj
gorke	gorke
,	,
pitane	pitane
in	in
prijetne	prijetne
deshele	dežele
preobernili	preobrnili
.	.
vſe	vse
leto	le-to
je	je
ręſs	res
,	,
inu	in
ſe	se
vender	vendar
na	na
to	to
ne	ne
miſli	misli
.	.
kader	kadar
se	se
uſſem	vsem
okrog	okrog
ſtanize	stanice
je	je
klop	klop
is	iz
leſa	lesa
tega	tega
dervéſa	drevesa
isresana	izrezana
.	.
ozhe	oče
nebeſhki	nebeški
!	!
baron	baron
.	.
4.	4.
pomózh	pomoč
pri	pri
lahkih	lahkih
in	in
teshkih	težkih
porodih	porodih
.	.
koljkorkrat	kolikorkrat
to	to
drago	drago
opomnizo	opomnico
na	na
perſtani	prstanu
vgledave	ugledava
,	,
naj	naj
opomni	opomni
naj	naj
kaj	kaj
dobriga	dobrega
ſtoriti	storiti
:	:
alj	ali
bo	bo
nama	nama
mozh	moč
,	,
kakimu	kakemu
bolniku	bolniku
poſtrezhi	postreči
,	,
alj	ali
poſhteniga	poštenega
zhloveka	človeka
rasveſeliti	razveseliti
.	.
35.	35.
en	en
dóbèr	dober
zhlovèk	človek
is	iz
dobriga	dobrega
ſhaza	šaca
tó	to
dobru	dobro
napręj	naprej
pèrneſse	prinese
,	,
inu	in
en	en
hud	hud
zhlovèk	človek
is	iz
hudiga	hudega
ſhaza	šaca
tó	to
húdu	hudo
napręj	naprej
pèrneſse	prinese
.	.
boga	boga
ſo	so
ſe	se
vſi	vsi
ſtanovitno	stanovitno
dershali	držali
,	,
ino	in
ſhe	še
v'	v
ſmertnih	smrtnih
teshavah	težavah
ſo	so
s'	z
velikim	velikim
saupanjem	zaupanjem
od	od
vezhniga	večnega
shivljenja	življenja
govorili	govorili
.	.
ko	ko
je	je
she	že
dolgo	dolgo
let	let
omoshena	omožena
,	,
premoshna	premožna
ino	in
zheſtita	častita
meſtlanka	meščanka
bila	bila
,	,
ſrezhna	srečna
mati	mati
ino	in
po_tem	potem
ſtara	stara
babiza	babica
,	,
je	je
ſhe	še
ſtrahu	strahu
pomnila	pomnila
,	,
v'	v
kateriga	katerega
ſo	so
njo	njo
bili	bili
kuhani	kuhani
raki	raki
ſpravili	spravili
.	.
4.	4.
inu	in
v'_tęm	vtem
kadar	kadar
je	je
on	on
ſèjal	sejal
,	,
je	je
nekateru	nekatero
padlu	padlo
sravèn	zraven
pôta	pota
,	,
inu	in
ſo	so
priſhlé	prišle
ptize	ptice
tiga	tega
nęba	neba
,	,
inu	in
ſo	so
tóiſtu	taisto
poſobale	pozobale
.	.
(	(
nekaj	nekaj
sa	za
shganjarje	žganjarje
)	)
.	.
laſsmi	lasmi
,	,
okroglolizhne	okroglolične
,	,
koker	kakor
moshki	moški
pod	pod
jupiterjam	jupitrom
,	,
katęre	katere
pa	pa
ſo	so
lęne	lene
,	,
inu	in
lushtam	luštom
podvershene	podvržene
.	.
sveto	sveto
trojizo	trojico
.	.
hypocrates	hipokrat
pravi	pravi
:	:
ob	ob
zaiti	cajtu
te	te
kuge	kuge
suplenovzvet	žveplov_cvet
je	je
prov	prav
nuzen	nucen
.	.
snajdba	iznajdba
vganjke	uganke
v	v
popréjſhnimu	poprejšnjemu
liſtu	listu
je	je
:	:
paliza	palica
.	.
„	„
o	o
preblaga	preblaga
shofka	žofka
,	,
je	je
isrékla	izrekla
mina	mina
;	;
reſ	res
je	je
taka	taka
!	!
tako	tako
narejeni	narejeni
ſkriti	skriti
povodniki	povodci
dershijo	držijo
po	po
15	15
do	do
20	20
let	let
,	,
de	da
ſe	se
ne	ne
salesejo	zalezejo
.	.
rasręshi	razreži
govejo	govejo
maſt	mast
na	na
tanke	tanke
ręsine	rezine
;	;
s'	z
njęmi	njimi
obloshi	obloži
dno	dno
ene	ene
kose	koze
,	,
inu	in
s'	z
nekatęrem	nekaterimi
ręsínami	rezinami
ſhpeha	špeha
.	.
—	—
to	to
je	je
vunder	vendar
zhudno	čudno
,	,
”	”
je	je
djál	dejal
po_tém	potem
ſam	sam
pri	pri
ſêbi	sebi
—	—
„	„
popréj	poprej
ſe	se
mi	mi
je	je
maſhevanje	maščevanje
nad	nad
genovefo	genovefo
takó	tako
ſladko	sladko
sdélo	zdelo
,	,
in	in
sdaj	zdaj
mi	mi
je	je
takó	tako
britko	bridko
,	,
de	da
bi	bi
rad	rad
perſt	prst
ſvôje	svoje
roke	roke
dal	dal
,	,
ko	ko
bi	bi
ſtorjêno	storjeno
délo	delo
neſtorjeno	nestorjeno
ſtoriti	storiti
mógel	mogel
!	!
41.	41.
şyn	sin
tiga	tega
zhlovęka	človeka
bó	bo
poſlal	poslal
ſvoje	svoje
angele	angele
,	,
inu	in
bódo	bodo
vkùp	vkup
pobęrali	pobirali
is	iz
njegóviga	njegovega
krajlęſtva	kraljestva
vſe	vsa
pohujſhanja	pohujšanja
,	,
inu	in
tę	te
,	,
katęri	kateri
krìvizo	krivico
dęlajo	delajo
.	.
in	in
nikól	nikoli
ne	ne
pêlji	pelji
naſ	nas
v	v
ſkuſhnjáve	skušnjave
,	,
de	da
b'	bi
ne	ne
méli	imeli
sa	za
shivál	žival
ſerzá	srca
,	,
,	,
saj	saj
nar_vézhji	največje
in	in
nar_májn'	najmanjše
tesháve	težave
tudi	tudi
njim	njim
shivljenje	življenje
zhutit'	čutiti
dá	da
.	.
zeſarjov	cesarjev
jęſhpren	ješprenj
ſe	se
sna	zna
tudi	tudi
tako	tako
narediti	narediti
:	:
v'	v
en	en
piſker	pisker
deni	deni
dvę	dve
shlize	žlici
zvętne	cvetne
moke	moke
inu	in
en	en
maſsélz	maseljc
ſmętane	smetane
,	,
dobro	dobro
smęſhaj	zmešaj
;	;
potlej	potlej
perdeni	prideni
dvanajſt	dvanajst
rumenakov	rumenjakov
,	,
oſoli	osoli
,	,
supęt	zopet
rastepi	raztepi
.	.
”	”
drugo	drugo
jutro	jutro
je	je
grôf	grof
sapovédal	zapovedal
,	,
gola	gola
pripeljati	pripeljati
.	.
pod	pod
kamenjem	kamenjem
ſe	se
polshi	polži
,	,
zhervi	črvi
,	,
gliſte	gliste
in	in
drug	drug
marzhéſ	mrčes
redé	redijo
.	.
otrozi	otroci
!	!
idi	pojdi
,	,
in	in
operi	operi
ſe	se
ſedemkrat	sedemkrat
v'	v
jordanu	jordanu
,	,
potlej	potlej
boſh	boš
ozhiſhen	očiščen
od	od
gob	gob
.	.
preklizovali	preklicevali
ino	in
is	iz
ſ-hodníz	shodnic
vaſ	vas
bodo	bodo
paháli	pehali
.	.
v	v
ljubljani	ljubljani
1836.	1836.
sa	za
12	12
kr.	kr.
jeſt	jaz
bi	bi
le	le
nęshko	nežko
rada	rada
.	.
nęshka	nežka
.	.
matizh.	matič.
so	so
ſa	za
odgovor	odgovor
dobili	dobili
;	;
de	da
se	si
imajo	imajo
fortunata	fortunata
svojega	svojega
narvishega	najvišjega
levita	levita
ſa	za
shkofa	škofa
ſvoliti	izvoliti
,	,
katire	kateri
je	je
ſhe	še
bil	bil
to	to
ſhlahtno	žlahtno
gospo	gospo
,	,
inu	in
udovo	vdovo
,	,
alexandria	aleksandrija
is	z
imenam	imenom
kerstil	krstil
.	.
27.	27.
vſe	vse
je	je
meni	meni
isrozhenu	izročeno
od	od
mojga	mojega
ozhęta	očeta
:	:
inu	in
obedèn	nobeden
ne	ne
ſposná	spozna
şynú	sinu
kakòr	kakor
ozhe	oče
:	:
tudi	tudi
ozhęta	očeta
obedèn	nobeden
ne	ne
ſposná	spozna
,	,
kakòr	kakor
şyn	sin
,	,
inu	in
kómer	komer
bó	bo
hotèl	hotel
şyn	sin
ràsodęti	razodeti
.	.
45.	45.
tèdaj	tedaj
on	on
grę	gre
,	,
inu	in
vsame	vzame
k'	k
ſebi	sebi
ſędèm	sedem
drugih	drugih
duhov	duhov
,	,
katęri	kateri
ſo	so
hujſhi	hujši
,	,
kakòr	kakor
on	on
ſam	sam
,	,
inu	in
ony	oni
gredó	gredo
nótèr	noter
inu	in
prebyvajo	prebivajo
ondi	ondi
:	:
inu	in
poſtane	postane
tó	to
poſlednu	poslednje
letiga	le-tega
zhlovęka	človeka
hujſhi	hujše
,	,
kakòr	kakor
tó	to
pèrvu	prvo
.	.
49	49
,	,
8.	8.
)	)
je	je
tèdaj	tedaj
danàs	danes
lę	le
ſamú	samo
tó	to
praſhanje	vprašanje
,	,
kakú	kako
bó	bo
tudi	tudi
sa	za
vaſs	vas
,	,
lubi	ljubi
moji	moji
farmani	farmani
,	,
lęta	le-ta
zhaſs	čas
tiga	tega
poſta	posta
en	en
priętni	prijetni
zhaſs	čas
,	,
inu	in
vſi	vsi
njega	njega
dnęvi	dnevi
,	,
dnęvi	dnevi
tiga	tega
isvelizhanja	zveličanja
poſtali	postali
?	?
inu	in
—!	—!
matizh.	matič.
jemlje	jemlje
ji	ji
sdravje	zdravje
,	,
jemlje	jemlje
shivlenje	življenje
.	.
dèdeku	dedku
tiho	tiho
poſheptá	pošepeta
,	,
ter	ter
ſe	se
boji	boji
,	,
de	da
bi	bi
njo	njo
ſpodil	spodil
,	,
„	„
ne	ne
vém	vem
kaj	kaj
bi	bi
dal	dal
,	,
de	da
bi	bi
tákiga	takega
ptizha	ptiča
po_simi	pozimi
v'	v
ſtanizi	stanici
imela	imela
.	.
mu	mu
je	je
rêkla	rekla
,	,
„	„
dàlj	dalj
ſim	sem
miſlila	mislila
shivéti	živeti
,	,
drugazhe	drugače
bi	bi
ti	ti
bila	bila
shé	že
popréj	poprej
povedala	povedala
.	.
naj	naj
ſe	se
vſe	vse
ſkup	skupaj
do	do
dobriga	dobrega
v'	v
kosi	kosu
ſkuha	skuha
.	.
ob	ob
zhaſih	časih
kralja	kralja
heroda	heroda
je	je
v'	v
judovſkih	judovskih
gorah	gorah
v'	v
nékim	nekem
meſtu	mestu
shivel	živel
bogabojezh	bogaboječ
duhoven	duhoven
,	,
zaharija	zaharija
po	po
imenu	imenu
.	.
s'	iz
nabranih	nabranih
kebrov	kebrov
ſe	se
sna	zna
eno	eno
maſt	mast
sa	za
kola	kolesa
masat	mazati
dobiti	dobiti
.	.
ker	ker
ſe	se
ſtoriti	storiti
more	more
,	,
naj	naj
graben	graben
po	po
vſakih	vsakih
deſet	deset
zhevljov	čevljev
dolgoſti	dolgosti
po	po
eden	eden
do	do
dva	dva
pavza	palca
pada	pada
;	;
ako	ako
bi	bi
bil	bil
graben	graben
zhes	čez
to	to
nadol	navzdol
,	,
bi	bi
voda	voda
po	po
njem	njem
prevezh	preveč
derla	drla
;	;
ko	ko
bi	bi
tadaj	tedaj
ſvet	svet
toliko	toliko
viſil	visel
,	,
ſe	se
morajo	morajo
pa	pa
odtozhni	odtočni
grabni	grabni
na	na
krivino	krivino
ſkopati	skopati
.	.
hæc	hæc
facienda	facienda
vetant	vetant
connubia	connubia
,	,
facta	facta
retractant	retractant
.	.
sakaj	zakaj
nìzh	nič
ny	ni
ſkritiga	skritega
,	,
kar	kar
bi	bi
ſe	se
ne	ne
ràsodęlu	razodelo
,	,
inu	in
ſkrivniga	skrivnega
,	,
kar	kar
ſe	se
ne	ne
bó	bo
svęjdilu	izvedelo
.	.
6.	6.
s	z
otóki	otoki
pod	pod
kósho	kožo
ſe	se
tako	tako
ravná	ravna
:	:
dokler	dokler
ſo	so
bolj	bolj
terdi	trdi
,	,
ſe	se
morajo	morajo
s	s
terpentinovim	terpentinovim
óljem	oljem
dobro	dobro
pomasati	pomazati
—	—
zhe	če
ſo	so
mehki	mehki
,	,
ſe	se
morajo	morajo
s	z
noshem	nožem
prerésati	prerezati
,	,
pa	pa
previdno	previdno
,	,
de	da
ſe	se
bolésin	bolezen
ne	ne
nalése	naleze
,	,
de	da
voda	voda
is	iz
njih	njih
istezhe	izteče
;	;
po_tém	potem
je	je
nar_bolj	najbolje
,	,
zhe	če
ſe	se
preresani	prerezani
otoki	otoki
s	z
rasbelenim	razbeljenim
shelesam	železom
isshgêjo	izžgejo
.	.
pr.	pr.
komu	komu
ſuſsebnu	sosebno
?	?
17.	17.
kaj	kaj
ſe	se
ima	ima
pred_vſim	predvsem
pomiſliti	pomisliti
,	,
kadar	kadar
kak	kak
konj	konj
sboli	zboli
?	?
en	en
tèrſt	trst
,	,
katęri	kateri
ſe	se
od	od
vętra	vetra
ſèm_tèr_kje	semtertja
majé	maje
?	?
pa	pa
dal	dal
ti	ti
bom	bom
tudi	tudi
,	,
zheſar	česar
niſi	nisi
proſil	prosil
,	,
bogaſtvo	bogastvo
,	,
zhaſt	čast
,	,
ſlavo	slavo
ino	in
dolgo	dolgo
shivljenje	življenje
.	.
nej	naj
ſe	se
derſhe	drže
uaſhiga	vašega
serza	srca
,	,
ko	ko
ſta	sta
v	v
grad	grad
nasaj	nazaj
priſhla	prišla
,	,
je	je
golo	golo
kakor	kakor
v	v
obupu	obupu
v	v
ſvôji	svoji
ſôbi	sobi
ſedel	sedel
s	z
na	na
roko	roko
