AN	An
weiblin	Weiblein
hat	hat
auch	auch
ein	einen
kleinẽ	kleinen
ſtengel	Stängel
/	/
zart	zart
/	/
gleich	gleich
einem	einem
rore	Rohre
/	/
oder	oder
bintz	Binse
/	/
auch	auch
mit	mit
knoͤpfflin	Knöpflein
/	/
vnd	und
bey	bei
den	den
ſelbigen	selbigen
knoͤpfflin	Knöpflein
rondeblettlin	runde Blättlein
wie	wie
eines	eines
hartzbaums	Harzbaumes
.	.

Wechſzt	wächst
gern	gern
an	an
den	den
feüchten	feuchten
ſtetten	Stätten
.	.

Complexion	Complexion
.	.

¶	¶
Seine	seine
kraͤfft	Kräfte
vnd	und
Artzeneyen	Arzneien
/	/
ſo	so
jm	ihm
zůgibt	zugibt
Dioſcorides	Dioscorides
.	.

Weggraſz	Weggras
ſtopffet	stopft
vnd	und
keltet	kühlt
/	/
derhalb	deshalb
iſt	ist
es	es
bequeme	bequem
denẽ	denen
die	die
da	da
blůt	Blut
ſpeyen	speien
.	.
Iſt	Ist
auch	auch
gůt	gut
für	für
die	die
tot	tote
ruͤr	Ruhr
/	/
das	das
ſafft	Saft
getruncken	getrunken
.	.
Dyenet	dient
den	den
Cholericis	Cholerikern
/	/
vnd	und
denẽ	denen
ſo	so
der	der
harn	Harn
troͤpfflet	tröpfelt
.	.
Zeücht	zieht
ſtarck	stark
den	den
harn	Harn
.	.
Mit	mit
wein	Wein
getrunckẽ	getrunken
iſt	ist
gůt	gut
für	für
gifftige	giftige
biſſz	Bisse
.	.

Das	das
gebrañt	gebrannte
waſſer	Wasser
iſt	ist
gůt	gut
für	für
das	das
feber	Fieber
getruncken	getrunken
/	/
ein	eine
ſtunde	Stunde
ee	ehe
dañ	denn
es	es
einen	einen
ankompt	ankommt
.	.

In	in
wein	Wein
vnd	und
honig	Honig
geſotten	gesotten
heylet	heilt
die	die
ſchaͤdẽ	Schäden
an	an
dem	dem
heymlichen	heimlichen
ort	Ort
.	.

Leſchet	löscht
das	das
heylig	heilige
fewr	Feuer
/	/
hitzige	hitzige
geſchwaͤr	Geschwüre
vnd	und
wunden	Wunden
.	.

¶	¶
Von	von
dem	dem
Nammen	Namen
.	.

ſeind	sind
auch	auch
erſt	erst
vffkummen	aufgekommen 
in	in
kurtzen	kurzen
jaren	Jahren
in	in
vnſeren	unseren
landen	Landen
/	/
alſo	also
/	/
das	dass
ſye	sie
yetzundt	jetzt und
allenthalben	allenthalben
in	in
den	den
gaͤrten	Gärten
gezyelet	gezogen
werden	werden
.	.

D.	D.
Hieronymus	Hieronymus
Bock	Bock
von	von
Zweyen brücken	Zweienbrücken
(	(
welchem	welchem
ich	ich
den	den
preyſz	Preis
gibe	gebe
für	für
alle	alle
geleerten	Gelehrten
ſo	so
noch	noch
bey	bei
dem	dem
leben	Leben
/	/
vnnd	und
mir	mir
bekant	bekannt
/	/
in	in
erfarnüſſz	Erfahrung
vnnd	und
erkantnüſſz	Erkenntnis
der	der
kreüter	Kräuter
)	)
ſagt	sagt
es	es
ſey	sei
Smilax	Smylax
hortenſis	hortensis
/	/
dauõ	davon
Dioſcorides	Dioscorides
ſchreibet	schreibt
an	an
dem	dem
zweytẽ	zweiten
bůch	Buch
.	.

Wir	wir
habẽ	haben
auch	auch
beyde	beide
das	das
capitel	Kapitel
Dioſcoride	Dioscorides
/	/
mit	mit
diſzen	diesen
bonen	Bohnen
cõferieret	konferiert
/	/

vnd	und
iſt	ist
nichts	nichts
/	/
da	da
ſye	sie
nicht	nicht
miteinander	miteinander
zůſagen	zusagen
/	/
vnd	und
übereyn kommen	übereinkommen
.	.

Iſt	ist
auch	auch
ein	ein
problema	Problem
/	/
welches	welches
wir	wir
für	für
woͤllen	wollen
gehalten	gehalten
haben	haben
den	den
geleerten	Gelehrten
/	/
das ſelbig	dasselbige
weitter	weiter
zů	zu
bedencken	bedenken
/	/
vnd	und
zů	zu
diſputieren	disputieren
.	.

Beſchreibung	Beschreibung
der	der
Welſchen	Welschen
bonen	Bohnen
.	.

Welſche	Welsche
bonen	Bohnen
wachſzent	wachsen
in	in
die	die
hoͤhe	Höhe
/	/
vnd	und
flechtent	flechten
ſich	sich
auſz	aus
wie	wie
die	die
wein rebẽ	Weinreben
/	/
Hopffe	Hopfen
/	/
vnnd	und
Geyſzblatt	Geißblatt
/	/
alſo	also
/	/
das	dass
man	man
auch	auch
ein	eine
haͤlde	Halde
darauſz	daraus
machen	machen
moͤcht	möchte
/	/
vnd	und
kleine	kleine
zaͤllt	Zelte
/	/
oder	oder
hüttlin	Hüttlein
darmit	damit 
überzyehen	überziehen
vnd	und
überleytten	überleiten
.	.

Die	die
bletter	Blätter
ſeind	sind
Ephewen	Epheus
/	/
aber	aber
groſſz	groß
.	.
Die	die
bluͤmlin	Blümlein
weiſſz	weiß
/	/
wie	wie
einer	einer
anderẽ	anderen
Bonen	Bohne
.	.

Vnd	und
die	die
ſtengel	Stängel
zart	zart
/	/
henckent	hängen
ſich	sich
allenthalben	allenthalben
an	an
mit	mit
ſeinem	seinem
glencken	Gelenk
/	/
was	was
es	es
erreychen	erreichen
mag	mag
.	.

Vnd	und
alſo	also
lautet	lautet
auch	auch
gargenaw	gar genau
/	/
die	die
beſchreibung	Beschreibung
des	des
Smylacis	Smylax
hortenſis	hortensis
bey	bei
dem	dem
Dioſcoride	Dioscorides
.	.

¶	¶
Kraͤfft	Kräfte
diſzer	dieser
Bonen	Bohnen
.	.

Seind	sind
eben	eben
der	der
krafft	Kraft
wie	wie
andere	andere
Bonen	Bohnen
ſeind	sind
/	/
aber	aber
etwas	etwas
zaͤrter	zarter
/	/
vnd	und
freüntlicher	freundlicher
zů	zu
eſſen	essen
/	/
wo	wo
man	man
ſye	sie
weyſſz	weiß
zů	zu
bereytten	bereiten
.	.

Hauſzwurtz	Hauswurz
/	/
oder	oder
Důnderbar	Dunderbar
.	.

Von	von
dem	dem
Nammen	Namen
.	.

DIe	die
Hauſzwurtz	Hauswurz
würt	wird
vff	auf
Kryechiſch	Griechisch
genennet	genannt
Aizaum	Aizaum
/	/
ſpricht	spricht
Dioſcorides	Dioscorides
.	.
vſz	aus
der	der
vrſach	Ursache
/	/
dz	dass
es	es
allwegen	allerwegen
bluͤet	blüht
/	/
wynter	Winter
vñ	und
ſommer	Sommer
.	.

Es	es
haben	haben
auch	auch
die	die
Roͤmiſchen	römischen
Keyſer	Kaiser
ſich	sich
vor	vor
zeiten	Zeiten
mit	mit
diſzem	diesem
kraut	Kraut
gekroͤnet	gekrönt
/	/
auſz	aus
keiner	keiner
anderen	anderen
vrſach	Ursache
/	/
dañ	denn
das	dass
ſye	sie
vor	vor
ſolichem	solchem
vngefell	Ungefell
des	des
gewitters	Gewitters
ſicher	sicher
waͤren	wären
.	.

Die	die
Kryechiſchen	griechischen
Poeten	Poeten
fabulieren	fabulieren
auch	auch
daruon	davon
/	/
wie	wie
dz	dass
ein	ein
abgott	Abgott
des	des
moͤrs	Mars
genañt	genannt
Glaucus	Glaukos
/	/
dardurch	dadurch
erlangt	erlangt
hab	habe
vnſterblicheyt	Unsterblichkeit
.	.

Die	die
Latiniſchen	Lateinischen
geben	geben
ym	ihm
vil	viel
ſeltzamer	seltsamere
nam̃en	Namen
/	/
als	als
Semperuiuum	Sempervivum
/	/
Sedum	Sedum
/	/
Barba	Barba
Ionis.	Iovis
rc.	etc. 

welche	welche
auch	auch
billich	billig
iſt	ist
zů	zu
verwunderẽ	verwundern
/	/
das	dass
es	es
alle	alle
vngewitter	Ungewitter
võ	von
hitz	Hitze
oder	oder
kelt	Kälte
/	/
von	von
feücht	Feuchte
oder	oder
võ	von
dürre	Dürre
/	/
wie	wie
ſye	sie
ſich	sich
zůtragen	zutragen
moͤgen	mögen
/	/
alleſampt	allesamt
erleiden	erleiden
mag	mag
/	/
für	für
allen	allen
anderen	anderen
kreüten	Kräutern
vnnd	und
gewechſz	Gewächsen
/	/
dauon	davon
wol	wohl
ein	ein
Poet	Poet
ein	ein
bůch	Buch
ſchreiben	schreiben
moͤcht	möchte
.	.

Statt	Statt
der	der
Hauſzwurtz	Hauswurz
.	.

Ir	ihre
ſtatt	Statt
iſt	ist
/	/
wie	wie
obgeſagt	oben gesagt
iſt	ist
/	/
vff	auf
den	den
heüſzeren	Häusern
/	/
alten	alten
mauren	Mauern
/	/
daͤcheren	Dächern
/	/
hohẽ	hohen
vnnd	und
dürren	dürren
gebürgen	Gebirgen
.	.

Hauſzwurtz	Hauswurz
würt	wird
von	von
Plinio	Plinius
anzeygt	angezeigt
zweyerley	zweierlei
/	/
vnd	und
von	von
Dioſcoride	Dioscorides
dreyerley	dreierlei
.	.

Das	das
erſt	erste
geſchlecht	Geschlecht
groſſz	große
Hauſzwurtz	Hauswurz
genañt	genannt
/	/
gewynnet	gewinnt
ein	einen
ſtengel	Stängel
eines	eines
ellenbogen	Ellenbogen
hoch	hoch
/	/
vff	auf
welchem	welchem
bluͤmlin	Blümlein
/	/
vñ	und
ſeine	seine
bletter	Blätter
feyſzt	feist
/	/
eines	eines
daumen	Daumen
dick	dick
/	/
kurtz	kurz
/	/
vnd	und
auſzgeſpritzet	ausgespritzt
wie	wie
ein	ein
zünglin	Zünglein
/	/
etlich	etliche
byegen	biegen
ſich	sich
zů	zu
der	der
erden	Erde
/	/
etlich	etliche
ſtond	stehen
geſtrack	gestreckt
/	/
ſtond	stehen
hart	hart
ineinand	ineinander
/	/
machen	machen
ein	eine
figur	Figur
eins	eines
augens	Auges
/	/
oder	oder
ſterns	Sterns
.	.

das	das
iſt	ist
/	/
Rynds auge	Rindsauge
.	.

Das	das
ander	andere
geſchlecht	Geschlecht
der	der
Hauſzwurtz	Hauswurz
/	/
kleyn	kleine
Hauſzwurtz	Hauswurz
genennt	genannt
/	/
wechſzt	wächst
auch	auch
vff	auf
den	den
mauren	Mauern
vñ	und
alten	alten
daͤcheren	Dächern
/	/
an	an
ſchattechten	schattigen
ſandechten	sandigen
ortten	Orten
/	/
mit	mit
vil	vielen
kleynen	kleinen
ſtengelin	Stängelein
/	/
võ	von
einer	einer
wurtzelen	Wurzel
/	/
an	an
welchem	welchem
ſtengelin	Stängel
ſeind	sind
kleyne	kleine
dicke	dicke
vnd	und
feyſzte	feiste
blettlin	Blättlein
/	/
in	in
die	die
runde	Runde
auſzgeſpitzt	ausgespitzt
/	/
einer	eine
ſpannẽ	Spanne
hoch	hoch
.	.
Iſt	ist
auch	auch
zweyerley	zweierlei
/	/
etlich	etliche
hond	haben
weiſſe	weiße
/	/
vñ	und
etliche	etliche
gelbe	gelbe
bluͤmlin	Blümlein
.	.

Die	die
gelbẽ	gelben
findt	findet
man	man
in	in
dẽ	den
waͤlden	Wäldern
/	/
vñ	und
vff	auf
den	den
felſzen	Felsen
.	.

Diſzes	dieses
geſchlecht	Geschlecht
hab	habe
ich	ich
für	für
den	den
Maurpfeffer	Mauerpfeffer
/	/
oder	oder
Katzen treübel	Katzentreubel
/	/
oder	oder
wie	wie
es	es
etlich	etliche
nennen	nennen
/	/
Blattloſz	Blattloß
/	/
darumb	darum
/	/
das	dass
es	es
als	als
vil	viel
als	als
kein	keine
bletter	Blätter
habend	habend
geacht	geachtet
würt	wird
/	/
ſonder	sondern
meer	mehr
koͤrnlin	Körnlein
/	/
würt	wird
in	in
Latin	Latein
genañt	genannt
Craſſula	Crassula
minor	minor
/	/
Vermicularis	Vermicularis
/	/
vnd	und
Trithales	Trithales
darumb	darum
/	/
das	dass
es	es
drey	drei
mal	mal
bluͤet	blüht
.	.
Eltz.	Eltz.

DJe	die
wolriechende	wohlriechenden
eſchenfarbe	eschenfarbenen
bletter	Blätter
des	des
Wermůts	Wermuts
ſint	sind
zerſpalten	zerspalten
/	/
als	als
der	der
wein rautten	Weinrauten
bletter	Blätter
/	/
eyn	ein
wenig	wenig
groͤſſer	größer
/	/
vnd	und
am	am
geſchmack	Geschmack
bitterer	bitterer
.	.

Jm	im
andern	anderen
jar	Jahr
ſtoſt	stößt
der	der
Wermůt	Wermut
ſeine	seine
holtzechte	holzigen
ſtengel	Stängel
/	/
mit	mit
vilẽ	vielen
zincken	Zinken
vnd	und
reiſern	Reisern
/	/
auſz	aus
der	der
zaſichten	zasigen
holtzechten	holzigen
wurtzel	Wurzel
.	.

Die	die
reiſechte	reisigen
ſtengel	Stängel
werden	werden
zweyer	zwei
elen	Ellen
hoch	hoch
/	/
die	die
bringen	bringen
jre	ihre
golt gele	goldgelben
gefülte	gefüllten
knoͤpflin	Knöpflein
oder	oder
corimbos	Corimbos
im	im
Hewmonat	Heumonat
/	/
von	von
vnden	unten
an	an
bis	bis
oben	oben
auſz	aus
/	/
an	an
allen	allen
neben zincken	Nebenzinken
.	.

ſo	so
die	die
zeittig	zeitig
werden	werden
/	/
felt	fällt
der	der
ſamen	Samen
vſz	aus
/	/

der	der
iſt	ist
kleyner	kleiner
dañ	denn
des	des
Reinfarns	Rainfarns
/	/
erjüngt	erjüngt
ſich	sich
ſelbs	selbst
vom	vom
ſamen	Samen
.	.

Wachſt	wächst
gern	gern
auff	auf
den	den
hoͤffen	Höfen
/	/
an	an
den	den
dürren	dürren
vngifftigen	ungiftigen
rechen	Rechen
/	/
vnd	und
mauren	Mauern
.	.

WErmůt	Wermut
hieſz	hieß
wol	wohl
weronmůt	Wermut
/	/
vmb	um
ſeiner	seiner
treffenlichen	trefflichen
tugent	Tugend
willẽ	willen
.	.

Der	der
alt	alte
Teoph.	Teophilus
lib.	lib.
9.	9.
cap.	cap.
18.	18.
ſchreibt	schreibt
/	/
wie	wie
das	dass
der	der
Weronmůt	Wermut
ſo	so
in	in
Ponto	Pontus
wechſt	wächst
/	/
eyn	eine
maſtung	Mästung
des	des
vihes	Viehes
ſei	sei
/	/

ſagt	sagt
darbei	dabei
/	/

welches	welches
vihe	Vieh
von	von
Weronmůt	Wermut
geweydet	geweidet
oder	oder
geſpeiſt	gespeist
werde	werde
/	/
ſei	sei
on	ohne
gallen	Galle
/	/
darauſz	daraus
zů	zu
erlernen	erlernen
das	dass
eyn	eine
bitterkeyt	Bitterkeit
die	die
ander	andere
vertreibt	vertreibt
.	.

gegen	gegen
morgen	Morgen
růffen	rufen
ſie	sie
den	den
Wermůt wein	Wermutwein
an	an
/	/

Diſz	das
bitter	bittere
kraut	Kraut
nent	nennt
man	man
im	im
Weſterich	Westrich
Eltz	Eltz
/	/
in	in
Dioſco.	Dioskurides
li.	li.
3.	3.
cap.	cap.
24.	24.
Αψίνθιομ	Αψίνθιομ
Abſynthium	Absinth
/	/

vmb	um
ſeiner	seiner
bitterkeyt	Bitterkeit
willẽ	willen
nent	nennt
mans	man es
Bathypicron	Bathypicron
/	/
Abſynthium	Absynthium
ruſticum	rusticum
/	/
Ackerweronmůt	Ackerwermut
/	/
vnnd	und
Somi	Somi
.	.

Apuleius	Apuleius
nent	nennt
Ariſtolochiam	Aristolochia
auch	auch
Abſynthium	Absinthium
ruſticum	rusticum
.	.

Auicen na	Avicenna
lib.	lib.
2.	2.
de	de
ſimp.	simp.
cap.	cap.
2.	2.
beſchreibt	beschreibt
fünff	fünf
Wermůt	Wermut
/	/
den	den
Tarſene	Tarsene
/	/
den	den
Suſin	Susin
/	/
den	den
Nabathi	Nabathi
/	/
den	den
Coraſceni	Corasceni
vnd	und
den	den
Romanum	Romanum
Abſynthium	Absinthium
.	.

Serap.	Serapion
cap.	cap.
14.	14.
gedenckt	gedenkt
dreier	dreier
Weronmůt	Wermut
/	/
vnd	und
nent	nennt
den	den
erſten	ersten
Afſynthium	Absinth
vnd	und
ſagt	sagt
es	es
ſei	sei
Cuſcute	Cuscute
/	/
oder	oder
ſceha	Sceha
Romanum	Romanum
.	.

doch	doch
von	von
diſen	diesen
hernach	hernach
.	.

Jnnerlich	innerlich
.	.

WErmůt kraut	Wermutkraut
oder	oder
blůmen	Blumen
in	in
ſpeyſz	Speise
vnnd	und
dranck	Trank
genützt	genützt
/	/
bekumpt	bekommt
wol	wohl
dem	dem
magen	Magen
/	/
macht	macht
dawen	verdauen
/	/
erwoͤrmpt	erwärmt
den	den
leib	Leib
/	/
ſtilt	stillt
ſchmertzen	Schmerzen
/	/
dreibt	treibt
auſz	aus
aller handt	allerhand
gifft	Gift
vñ	und
gallen	Galle
/	/
ſo	so
im	im
leib	Leib
ſich	sich
eyn	eine
zeitlang	Zeit lang
geſamlet	gesammelt
haben	haben
.	.

Die	die
blůmen	Blumen
in	in
wein	Wein
geſotten	gesotten
vnd	und
gedruncken	getrunken
oder	oder
eyn	ein
wein	Wein
dauon	davon
gemacht	gemacht
im	im
Herbſt	Herbst
vnd	und
ſtets	stets
genützt	genützt
/	/
haben	haben
bede	beide
oberzelte	ob erzählte
würckung	Wirkung
/	/

dañ	denn
ſie	sie
machen	machen
luſt	Lust
zů	zu
eſſen	essen
/	/

die	die
muͤſſen	müssen
morgen	morgens
eyn	einen
Weronmůt drunck	Wermuttrunk
thůn	tun
/	/
darmit	damit
ſie	sie
wider	wieder
zů	zu
der	der
ſpeiſz	Speise
luſtig	lustig
werdẽ	werden
.	.

Weronmůt blůmen	Wermutblumen
mit	mit
Roͤmiſchen	Römischem
Kymmel	Kümmel
in	in
wein	Wein
geſotten	gesotten
vnd	und
warm	warm
gedruncken	getrunken
/	/
benympt	benimmt
das	das
grym̃en	Grimmen
vnnd	und
bauch wee	Bauchweh
/	/
treibt	treibt
auſz	aus
die	die
würm	Würmer
/	/
zertheylt	zerteilt
vnd	und
fuͤrt	führt
auſz	aus
die	die
geelſucht	Gelbsucht
/	/
der	der
frawen	Frauen
bloͤdigkeyt	Blödigkeit
/	/
vnnd	und
benimpt	benimmt
dem	dem
eingenomenen	eingenommenen
gifft	Gift
die	die
ſterck	Stärke
/	/
nemlich	nämlich
das	das
Bülſen	Bilsen
/	/
des	des
Schirling krauts	Schierlingkrauts
/	/
des	des
kalten	kalten
Opij	Opium
/	/
des	des
Drachens	Drachen
vnnd	und
anderer	anderer
gifft	Gifte
.	.

Wermůt	Wermut
in	in
eſſig	Essig
geſotten	gesotten
vñ	und
gedruncken	getrunken
/	/
iſt	ist
eyn	ein
edel	edler
artznei	Arznei
für	für
die	die
boͤſe	bösen
gifftige	giftigen
ſchwemme	Schwämme
ſo	so
yemans	jemand es
geſſen	gegessen
hett	hätte
.	.

Obernente	ob ernannte
würckung	Wirkung
/	/
ſchreibt	schreibt
man	man
auch	auch
dem	dem
gebranten	gebrannten
waſſer	Wasser
zů	zu
/	/
aber	aber
in	in
der	der
operation	Operation
nit	nicht
ſo	so
mechtig	mächtig
/	/

Es	es
hat	hat
der	der
Weronmůt	Wermut
eyn	eine
widerwertige	widerwärtige
natur	Natur
/	/

Die	die
hirten	Hirten
vñ	und
ſchaͤffer	Schäfer
geben	geben
Weronmůt blůmen	Wermutblumen
gedoͤrt	gedörrt
zerſtoſſen	zerstoßen
mit	mit
Saltz	Salz
jren	ihren
ſchaffen	Schafen
vnnd	und
rindt vihe	Rindvieh
/	/
wiſſen	wissen
auſz	aus
taͤglicher	täglicher
erfarung	Erfahrung
/	/
das	dass
Weronmůt	Wermut
allerley	allerlei
preſten	Presten
jnnerlich	innerlich
zů	zu
heylen	heilen
mechtig	mächtig
iſt	ist
/	/
nicht	nicht
alleyn	allein
ſchmertzen	Schmerzen
zů	zu
ſtillen	stillen
/	/
ſunder	sondern
auch	auch
vnrat	Unrat
auſz zů treiben	auszutreiben
/	/
damit	damit
das	das
vihe	Vieh
/	/
gleich	gleich
dem	dem
menſchen	Menschen
/	/
offtermals	oftmals
angefochten	angefochten
würt	wird
.	.

Eüſſerlich	äußerlich
.	.

WEronmůt waſſer	Wermutwasser
vm̃	um
die	die
ſchlaͤff	Schläfe
gelegt	gelegt
mit	mit
leinen	leinen
duͤchlin	Tüchlein
/	/
vertreibt	vertreibt
vñ	und
ſtilt	stillt
hauptwee	Hauptweh
/	/
ſo	so
von	von
kelt	Kälte
kumpt	kommt
/	/
macht	macht
druͤbe	trübe
dunckele	dunkle
augen	Augen
klar	klar
vñ	und
hell	hell
/	/
abents	abends
darin	darin
gedropfft	getropft
/	/
des gleichẽ	desgleichen
in	in
die	die
ſchmertzlichen	schmerzlichen
oren	Ohren
.	.

Weronmůt kraut	Wermutkraut
mit	mit
honig	Honig
vnnd	und
ſalpeter	Salpeter
zerſtoſſen	zerstoßen
vnnd	und
über	über
das	das
hals geſchwer	Halsgeschwür
gebunden	gebunden
zeitigt	zeitigt
wol	wohl
.	.

Zů	zu
yetzgemelten	jetzt gemeldeten
preſten	Presten
dient	dient
ſeer	sehr
wol	wohl
das	das
Weronmůt oͤl	Wermutöl
darmit	damit
geſalbet	gesalbt
.	.

Das	das
gedoͤrt	gedörrte
Weronmůt kraut	Wermutkraut
vnd	und
blůmen	-blume
zů	zu
den	den
kleydern	Kleidern
gelegt	gelegt
vertilgt	vertilgt
die	die
motten	Motten
vnd	und
ſchaben	Schaben
.	.

Den	den
ſafft	Saft
in	in
Dynten	Tinte
gethon	getan
weret	wehrt
den	den
meuſen	Mäusen
das	dass
ſie	sie
die	die
buͤcher	Bücher
nit	nicht
zernagen	zernagen
/	/

etlich	etliche
thůn	tun
diſz	das
kraut	Kraut
in	in
die	die
ſtercke	Stärke
/	/

ſol	soll
die	die
meüſz	Mäuse
abhalten	abhalten
/	/

Jtem	Item
Weronmůt	Wermut
in	in
waſſer	Wasser
geſotten	gesotten
vnd	und
die	die
betſtollen	Bettstellen
darmit	damit
geweſchen	gewaschen
/	/
verjagt	verjagt
die	die
Wantleüſz	Wandläuse
Cimices	Cimices
/	/

ſolche	solche
tugent	Tugend
haben	haben
auch	auch
andere	andere
bittere	bittere
kreütter	Kräuter
.	.

Von	von
Wormkraut	Wurmkraut
/	/
Welſamen	Welsamen
/	/
ca.	ca.
cxi	CXI
.	.

DIſz	dies
kraut	Kraut
ſei	sei
eyn	ein
Wermůt	Wermut-
oder	oder
Stabwurtz geſchlecht	Stabwurzgeschlecht
/	/

das	das
gilt	gilt
alles	alles
gleich	gleich
/	/
dann	dann
ſie	sie
bede	beide
mit	mit
dem	dem
namen	Namen
Abſinthio	Absinth
getaufft	getauft
werden	werden
/	/

würt	wird
auch	auch
eyns	eins
für	für
das	das
ander	andere
gebraucht	gebraucht
/	/

alſo	also
gilts	gilt es
auch	auch
gleich	gleich
/	/
dann	denn
diſz	das
Wormkraut	Wurmkraut
iſt	ist
in	in
beden	beiden
aͤnlich	ähnlich
/	/
beyde	beide
am	am
geruch	Geruch
/	/
geſtalt	Gestalt
/	/
vnd	und
farben	Farbe
/	/
am	am
allermeynſten	allermeisten
aber	aber
der	der
kleynen	kleinen
Stabwurtz	Stabwurz
/	/

darin	darin
iſt	ist
ð	der
ſeer	sehr
kleyn	kleine
geel	gelbe
ſamen	Samen
verschloſſen	verschlossen
.	.

Diſer	dieser
ſamen	Samen
ſol	soll
eyn	ein
beſunð	besonderes
experimẽt	Experiment
ſein	sein
/	/
für	für
alle	alle
růr	Ruhr
/	/
wie	wie
ð	der
Wegerich ſamen	Wegerichsamen
gebraucht	gebraucht
.	.

Er	er
iſt	ist
auch	auch
ſchlüpfferig	schlüpfrig
vñ	und
glat	glatt
/	/
wañ	wenn
er	er
feücht	feucht
wirt	wird

darumb	darum
etliche	etliche
diſe	diese
meynung	Meinung
haben	haben
/	/
ſo	so
eym	einem
vihe	Vieh
eyn	ein
beyn	Bein
zerbrochen	zerbrochen
were	wäre
/	/
vnd	und
ſo bald	sobald
man	man
diſz	dies
kraut	Kraut
vnd	und
ſamen	Samen
darauff	darauf
bunde	gebunden
/	/
ſol	soll
der	der
bruch	Bruch
dauon	davon
geheylt	geheilt
werden	werden
/	/

doch	doch
das	dass
zůuor	zuvor
die	die
beyn	Beine
recht	recht
zůſamen geſetzt	zusammengesetzt
werden	werden
/	/

dz	das
hab	habe
ich	ich
drumb	darum
woͤllen	wollen
anzeygen	anzeigen
/	/
ob	ob
diſz	das
Weronmůt kraut	Wermutkraut
/	/
wider	wieder
moͤchten	möchte
in	in
brauch	Gebrauch
kommen	kommen
.	.

Jſt	ist
zwar	zwar
eyn	ein
gemeyn	gemeines
veraͤchtlichs	verächtliches
gewaͤchs	Gewächs
/	/
auff	auf
den	den
kirchhoͤfen	Kirchhöfen
/	/
wegen	Wegen
/	/
an	an
den	den
mauren	Mauern
/	/
vñ	und
hinder	hinter
den	den
zeünen	Zäunen
/	/
allenthalben	allenthalben
zů	zu
finden	finden
/	/
wie	wie
der	der
gemeyn	gemeine
Wermuͤt	Wermut
.	.

Jſt	ist
eyn	ein
ſummer kraut	Sommerkraut
oder	oder
Alſioſa	alsiosa
herba	herba
/	/
wie	wie
ð	der
gemeyn	gemeine
Nachtſchaden	Nachtschatten
/	/

kan	kann
keyn	keinen
froſt	Frost
dulden	dulden
/	/

Von	von
den	den
namen	Namen
.	.

Dioſ.	Dios.
lib.	lib.
3.	3.
cap.	cap.
25.	25.

WJe	wie
koſtlich	köstlich
man	man
Wermůt kraut	Wermutkraut
bei	bei
den	den
alten	Alten
geachtet	geachtet
/	/
mag	mag
man	man
hin	hin
vnd	und
wider	wieder
leſen	lesen
/	/
vnd	und
in	in
ſunderheyt	Sonderheit
bei	bei
dem	dem
Plinio	Plinius
lib.	lib.
27.	27.
ca.	ca.
7.	7.
et	et
8.	8.

der	der
ſchreibt	schreibt
das	dass
man	man
Wermůt	Wermut
auch	auch
zů	zu
den	den
Gottes dienſten	Gottesdiensten
genützt	genutzt
hab	habe
/	/
ſunderlich	sonderlich
auff	auf
etliche	etlichen
feſt	Festen
/	/
im	im
Capitolio	Capitolium
/	/

wer	wer
im	im
ſelben	selben
kampff	Kampf
den	den
ſieg	Sieg
behielt	behielt
/	/
gab	gab
man	man
von	von
Wermůt	Wermut
zů	zu
drincken	trinken
/	/

der gleichen	dergleichen
lyſt	liest
man	man
võ	vom
andern	anderen
Wermůt	Wermut
Seriphium	Seriphium
oder	oder
Marinum	Marinum
genant	genannt
/	/
das	dass
die	die
weiſſen	weisen
beſchorne	beschorenen
Münch	Mönche
Jſidis	Isidis
in	in
Aegypto	Ägypten
den ſelben	denselben
für	für
oͤl zweigen	Ölzweige
in	in
jren	ihren
gotsdienſten	Gottesdiensten
gebraucht	gebraucht
haben	haben
.	.

zů	zu
dem	dem
allen	allen
dragen	tragen
ſich	sich
hiemit	hiermit
zů	zu
/	/
die	die
geſtalt	Gestalt
/	/
der	der
ſtarck	starke
geruch	Geruch
/	/
vñ	und
bitter	bittere
geſchmack	Geschmack
/	/
diſes	dieses
krauts	Krauts
.	.

Ser.	Serapion
ca.	ca.
319.	319.

das	das
iſt	ist
der	der
Wurm ſamen	Wurmsamen
den	den
die	die
Triackers kremer	Triackerskrämer
im	im
landt	Land
vmbher tragen	umhertragen
/	/

etlich	etliche
meynen	meinen
er	er
heyſſe	heiße
Santonicum	Santonicum
/	/

vmb	um
ſeiner	seiner
tugent	Tugend
willen	willen
/	/
nennen	nennen
diſen	diesen
ſamen	Samen
in	in
jren	ihren
recepten	Rezepten
ſemen	semen
Sanctum	sanctum
/	/

vnnd	und
iſt	ist
der	der
ſamen	Samen
den	den
die	die
Arabter	Araber
Sceha	Sceha
oder	oder
Scheha	Scheha
nennen	nennen
/	/

Diſe	diese
meynung	Meinung
hat	hat
auch	auch
Manar.	Manardum
ferrar.	ferrar.
lib.	lib.
4.	4.
Epiſt.	Epist.
i.	i

wiewol	wie wohl
im	im
Griechiſchen	Griechischen
Abſinthium	Absinthium
Σαρδονιoμ	Σαρδονιoμ
ſteht	steht
/	/
kan	kann
es	es
doch	doch
nit	nicht
