solo	Sólo
la	la
penitensia	penitencia
de	de
toledo	Toledo
	,
4	4
de	de
marso	marzo
de	de
658	658

Lo	Lo
primero	primero
porq	porque
en	en
el	el
tpo	tiempo
q	que
he	he
estado	estado
fuera	fuera
he	he
gastado	gastado
muchisimos	muchísimos
reales	reales
y	y
lo	lo
otro	otro
en	en
los	los
Viaxes	viajes
,	;
y	y
Ultimamte	últimamente
	,
Una	una
enfermedad	enfermedad
de	de
dos	dos
meses	meses
de	de
que	que
he	he
quedado	quedado
in	in
puribus	puribus
;	--
Y	e
ymposibilitado	imposibilitado
por	por
todas	todas
partes	partes

y	Y
a	a
my	mi
ermano	hermano
baltasar	Baltasar
monedero	Monedero
muchos	muchos
recados	recados
y	y
mi	mi
cuñada	cuñada
maria	María

Resibi	Recibí
la	la
de	de
Vmd	VM
y	y
con	con
ella	ella
sumo	sumo
gusto	gusto
en	en
tener	tener
tan	tan
buenas	buenas
nuebas	nuevas
de	de
su	su
salud	salud

y	Y
es	es
en	en
tanta	tanta
manera	manera
q	que
no	no
e	he
tenido	tenido
oy	hoy
para	para
comprar	comprar
un	un
pan	pan

V	Vuestra
R	reverenda
puede	puede
estar	estar
cierta	cierta
,	--
q	que
asistire	asistiré
a	a
todo	todo
su	su
alivio	alivio
como	como
,	--
cosa	cosa
propia	propia

quando	Cuando
dieron	dieron
las	las
quatro	cuatro
	,
estaba	estaba
la	la
placa	plaza
en	en
la	la
panaderia	panadería
el	el
cuerpo	cuerpo
de	de
san	san
isidro	Isidro
	,
nuestra	Nuestra
sa	Señora
de	de
la	la
soledad	Soledad
	,
nuestra	Nuestra
sa	Señora
de	de
las	las
marabillas	Maravillas
	,
nuestra	Nuestra
sa	Señora
de	de
el	el
almodena	Almudena
	,
el	el
santisimo	Santísimo
sacramento	Sacramento
en	en
tres	tres
sitios	sitios
descubierto	descubierto
	,
diciendo	diciendo
mas	más
de	de
cien	cien
misas	misas
	,
mil	mil
prociciones	procesiones
aredor	arredor
de	de
la	la
placa	plaza

En	En
las	las
pasadas	pasadas
le	le
dava	daba
a	a
vmd	VM
cuenta	cuenta
,	--
de	de
como	como
yo	yo
y	y
mi	mi
hermana	hermana
la	la
mayor	mayor
estavamos	estábamos
en	en
casa	casa
de	de
mi	mi
tia	tía
	,
hermana	hermana
de	de
mi	mi
madre	madre

a	A
D	doña
Blanca	Blanca
Fresco	Fresco
	,
esta	está
por	por
propia	propia
	,
y	y
que	que
no	no
se	sé
ya	ya
la	la
ora	hora
que	que
la	la
tengo	tengo
de	de
ver	ver
y	y
a	a
los	los
mas	más

y	Y
le	le
da	da
cada	cada
uno	uno
80	80
:	--
Reales	reales
de	de
plata	plata
todos	todos
los	los
meses	meses

y	Y
despues	después
que	que
murio	murió
su	su
hermano	hermano
	,
que	que
es	es
dicho	dicho
Don	don
Pedro	Pedro
	,
ninguno	ninguno
de	de
ellos	ellos
a	ha
mirado	mirado
por	por
nossotros	nosotros
,	,
de	de
manera	manera
que	que
de	de
todos	todos
los	los
nuestros	nuestros
solo	sólo
emos	hemos
quedado	quedado
yo	yo
y	y
otra	otra
hermana	hermana
llamada	llamada
Maria	María

Guadalaxara	Guadalajara
	,
y	y
mayo	mayo
27	27
de	de
686	686

y	Y
si	si
V	vuestra
Rma	reverendísima
aplica	aplica
el	el
cuidado	cuidado
	,
experimentara	experimentará
esta	esta
verdad	verdad
y	y
rreconocera	reconocerá
no	no
ser	ser
fiçion	ficción

y	Y
para	para
se	se
poder	poder
saber	saber
fuera	fuera
mejor	mejor
asistiera	asistiera
a	a
La	la
mira	mira
Juan	Juan
Ramos	Ramos
	,
por	por
no	no
ser	ser
conocido	conocido

Ocaña	Ocaña
	,
a	a
22	22
de	de
sbre	septiembre
de	de
1660	1660

bien	Bien
me	me
olgara	holgará
berte	verte
en	en
esta	esta
ciud	ciudad
	,
si	si
dios	Dios
quiere	quiere
	,
que	que
es	es
conssuelo	consuelo
acabar	acabar
sus	sus
dias	días
un	un
home	hombre
en	en
su	su
patria	patria
y	y
aqui	aquí
se	se
puede	puede
negociar	negociar
muy	muy
bien	bien

tu	Tu
servor	servidor
y	y
amigo	amigo
de	de
corazon	corazón

quando	Cuando
vmd	VM
me	me
escriba	escriba
	,
benga	venga
la	la
carta	carta
a	a
girona	Gerona
	,
que	que
oi	hoy
dia	día
de	de
la	la
fecha	fecha
an	han
embiado	enviado
un	un
religioso	religioso
que	que
me	me
mude	mude
	,
porque	porque
se	se
nos	nos
a	ha
ofresido	ofrecido
unos	unos
negoçios	negocios
en	en
barçelona	Barcelona
i	y
el	el
prior	prior
me	me
embia	envía

y	Y
	,
aviendome	habiéndome
respondido	respondido
	,
me	me
dijo	dijo
la	la
causa	causa
era	era
aver	haber
tenido	tenido
un	un
pecho	pecho
danado	dañado
;	;
esta	ésta
es	es
provanza	probanza
exterior	exterior

guarde	guarde
a	a
Vm	VM
muchos	muchos
años	años

si	Si
vmdez	VMs
dezde	desde
Alla	allá
no	no
me	me
ynvian	envían
algunos	algunos
defensibos	defensivos
,	,
aca	acá
no	no
tengo	tengo
Cavida	cabida
a	a
las	las
baladronadas	baladronadas
de	de
Marino	Marino
,	--
y	y
Consorte	consorte

aora	Ahora
dira	dirá
vmd	VM
que	que
los	los
males	males
de	de
los	los
otros	otros
que	que
no	no
dan	dan
remedio	remedio
al	al
suyo	suyo

quien	Quien
a	ha
bisto	visto
esto	esto
no	no
se	sé
como	cómo
tiene	tiene
bida	vida

deseando	deseando
que	que
vm	VM
la	la
tengua	tenga
,	,
el	El
q	que
la	la
pnte	presente
lleva	lleva
ha	ha
venido	venido
de	de
madrid	Madrid
a	a
ciertos	ciertos
negocios	negocios
a	a
çaragoça	Zaragoza
y	y
el	él
me	me
a	ha
trahido	traído
nuevas	nuevas
por	por
muy	muy
cierto	cierto
de	de
que	que
vive	vive
su	su
hixa	hija
de	de
vm	VM
	,
mari	Mari
la	la
puerta	Puerta

de	De
Vmd	VM
	,
Franco	Francisco
gomes	Gómez
Penedo	Penedo
Sr	Señor
bernardo	Bernardo
lopez	López
portelo	Portelo

vmd	VM
necesita	necesita
no	no
salir	salir
d	de
esa	ésa
para	para
dar	dar
horden	orden
donde	dónde
an	han
de	de
venir	venir
	,
que	que
lo	lo
que	que
vmd	VM
dispusiere	dispusiere
avere	haber
siempre	siempre
por	por
bien	bien

Jhe	Jesús
	,
Ma	María
sean	Sean
en	en
nras	nuestras
almas	almas
,	--
y	y
consuelen	consuelen
la	la
de	de
V	vuestra
Ra	reverencia

la	La
mia	mía
es	es
buena	buena
Para	para
lo	lo
que	que
me	me
quisiere	quisiere
mandar	mandar
	,
q	que
lo	lo
hare	haré
con	con
mucho	mucho
gusto	gusto

y	Y
anssi	así
pido	pido
a	a
vmd	VM
	,
por	por
amor	amor
de	de
dios	Dios
y	y
de	de
su	su
bendita	bendita
madre	madre
	,
me	me
favoresca	favorezca
con	con
una	una
limosna	limosna
para	para
ayuda	ayuda
de	de
pasar	pasar
esta	esta
miserable	miserable
bida	vida

si	Si
pudieramos	pudiéramos
cumplir	cumplir
por	por
aca	acá
con	con
lo	lo
q	que
es	es
de	de
obligazion	obligación
;	,
que	que
lo	lo
hiçiera	hiciera
como	como
hasta	hasta
aqui	aquí
lo	lo
h	he
echo	hecho
quando	cuando
he	he
podido	podido
	,
pero	pero
puede	puede
Vm	VM
creer	creer
q	que
me	me
hallo	hallo
por	por
aora	ahora
ymposibilitado	imposibilitado
por	por
todas	todas
partes	partes

de	De
muy	muy
buena	buena
gana	gana
se	se
los	los
dare	daré
y	y
se	se
puede	puede
valer	valer
d	de
ellos	ellos
asta	hasta
que	que
dios	Dios
me	me
de	dé
libartad	libertad

que	Que
Dios	Dios
le	le
de	dé
salud	salud

Con	Con
el	el
yxo	hijo
de	de
pedro	Pedro
de	de
galves	Gálvez
	,
vezino	vecino
de	de
esa	esa
villa	villa
	,
remito	remito
A	a
VMd	VM
la	la
mula	mula
que	que
oi	hoy
la	la
rezivi	recibí
de	de
castilla	Castilla
y	y
una	una
carta	carta
que	que
envia	envía
A	a
VMd	VM
xoachin	Joaquín
de	de
molina	Molina

y	Y
avisame	avísame
si	si
ay	hay
algo	algo
de	de
nuebo	nuevo

no	No
le	le
quiero	quiero
mas	más
enfadar	enfadar
a	a
vmd	VM

y	Y
procurar	procurar
ajustaros	ajustaros
como	como
buenos	buenos
hermanos	hermanos
con	con
paz	paz
y	y
vivir	vivir
sin	sin
rencor	rencor
ninguno	ninguno
	,
que	que
esto	esto
es	es
lo	lo
que	que
agrada	agrada
a	a
dios	Dios
,	,
sin	sin
faltar	faltar
al	al
trato	trato
familiar	familiar
de	de
la	la
conberssacion	conversación

S	Señor
Josseph	José
de	de
Borja	Borja

Este	Este
negoçio	negocio
de	de
el	el
Ldo	licenciado
Diego	Diego
nos	nos
costara	costará
algun	algún
dinero	dinero
	,
pero	pero
espero	espero
en	en
Dios	Dios
que	que
por	por
cada	cada
R	real
que	que
a	a
nosotros	nosotros
cueste	cueste
costara	costará
a	a
otros	otros
un	un
ducado	ducado

que	Que
no	no
se	sé
que	qué
remedio	remedio
ha	ha
de	de
aver	haber
	,
pues	pues
si	si
van	van
executores	ejecutores
cobran	cobran
de	de
sus	sus
salarios	salarios
100	100
Rs	reales
	,
que	que
eran	eran
los	los
que	que
me	me
avian	habían
de	de
traer	traer

darale	Darale
vmd	VM
por	por
mi	mí
dos	dos
milleros	milleros
de	de
abrazos	abrazos
,	--
y	y
	,
de	de
lo	lo
q	que
vmd	VM
hubiere	hubiere
dado	dado
	,
abiseme	avíseme
,	--
y	y
de	dé
la	la
disposn	disposición
para	para
el	el
retorno	retorno

dona	Doña
Cata	Catarina
de	de
mendoca	Mendoza
Por	Por
salir	salir
del	del
cuydado	cuidado
en	en
q	que
estoy	estoy
de	de
si	si
recibio	recibió
vm	VM
la	la
ulima	última
que	que
le	le
escrebi	escribí
habra	habrá
un	un
mes	mes
	(
en	en
que	que
le	le
decia	decía
como	como
havia	había
dado	dado
los	los
seis	seis
ducados	ducados
q	que
vm	VM
me	me
mando	mandó
diese	diese
a	a
Po	Pedro
ximenez	Jiménez
	,
cuya	cuya
carta	carta
de	de
recibo	recibo
fue	fue
con	con
la	la
mia	mía
	)
	,
escribo	escribo
pues	pues
esta	ésta
q	que
	,
como	como
entre	entre
pleiteantes	pleiteantes
suele	suele
haver	haber
tretas	tretas
y	y
diligas	diligencias
	,
hame	hame
dado	dado

el	El
portador	portador
quiere	quiere
saver	saber
si	si
espera	espera
vmd	VM
algunas	algunas
olonas	olonas
buenas	buenas
	;
y	y
en	en
aviendolas	habiéndolas
	,
le	le
suplico	suplico
me	me
avise	avise

Amigo	Amigo
y	y
sor	señor
mio	mío

Don	Don
Alonso	Alonso
Sotelo	Sotelo
feijoo	Feijoo
A	A
Anto	Antonio
marcos	Marcos

Hecho	Hecho
esto	esto
	,
me	me
informare	informaré
del	del
P	padre
Provl	provincial
,	--
y	y
sobre	sobre
las	las
causas	causas
,	--
y	y
razones	razones
de	de
todo	todo
lo	lo
que	que
a	ha
obrado	obrado
con	con
revista	revista
de	de
los	los
papeles	papeles
concernientes	concernientes
a	a
esta	esta
causa	causa
,	,
y	y
entrare	entraré
en	en
ella	ella
con	con
las	las
circunstancias	circunstancias
q	que
mas	más
conduzqan	conduzcan
al	al
consuelo	consuelo
de	de
Ud	usted
,	--
y	y
sosiego	sosiego
,	--
y	y
paz	paz
de	de
essa	esa
comunidad	comunidad

y	Y
uido	oído
que	que
quemaran	quemaran
a	a
su	su
mujer	mujer
y	y
a	a
una	una
ermana	hermana
y	y
una	una
yja	hija

y	Y
el	el
no	no
haver	haber
yo	yo
hecho	hecho
antes	antes
esso	eso
a	ha
sido	sido
aguardando	aguardando
a	a
que	que
Vmd	VM
lo	lo
hiçiera	hiciera
o	o
se	se
biniera	viniera
por	por
aca	acá
tres	tres
o	o
quatro	cuatro
dias	días
	,
como	como
Vmd	VM
sus	sus
lo	lo
havia	había
prometido	prometido

que	Que
como	como
ya	ya
se	se
ve	ve
de	de
mayor	mayor
edad	edad
y	y
cargado	cargado
de	de
obligasiones	obligaciones
no	no
es	es
mucho	mucho
que	que
lo	lo
sienta	sienta
	,
pero	pero
aqui	aquí
llega	llega
la	la
prudensia	prudencia
que	que
a	a
vmd	VM
le	le
aconpaña	acompaña
para	para
que	que
se	se
conforme	conforme
mucho	mucho
con	con
la	la
bolutad	voluntad
devina	divina
	,
considerando	considerando
en	en
que	que
fue	fue
boluntad	voluntad
suia	suya
el	el
poner	poner
a	a
vmd	VM
en	en
ese	ese
estado	estado

Guadalaxara	Guadalajara
	,
y	y
Mayo	mayo
17	17
de	de
686	686

y	Y
la	la
plaça	plaza
es	es
pequeña	pequeña
	,
que	que
bien	bien
podria	podría
defenderse	defenderse
con	con
1500	1500

	¡
Requiescat	Requiescat
in	in
pace	pace
	!
tambien	También
advierto	advierto
q	que
vmd	VM
escriba	escriba
con	con
mas	más
rebozo	rebozo
,	--
porq	porque
se	se
conoce	conoce
la	la
letra	letra
,	,
que	que
se	se
puede	puede
disfracar	disfrazar
en	en
el	el
sobreescrito	sobrescrito
,	,
que	que
aunq	aunque
todas	todas
an	han
llegado	llegado
,	--
y	y
no	no
an	han
abierto	abierto
ninguna	ninguna
,	,
todavia	todavía
sera	será
bueno	bueno
cautelar	cautelar
la	la
curiosidad	curiosidad
,	--
q	que
puede	puede
haber	haber

que	Que
no	no
le	le
cansase	cansase
mas	más
en	en
ello	ello
:	--
porque	porque
no	no
avia	había
que	que
tratar	tratar
de	de
poder	poder
quitar	quitar
un	un
real	real

que	Que
emos	hemos
allegado	allegado
a	a
estado	estado
	,
Bendito	bendito
sea	sea
Dios	Dios
	,
de	de
passarse	pasarse
el	el
dia	día
entero	entero
sin	sin
desayunarme	desayunarme
yo	yo
y	y
mis	mis
obligaziones	obligaciones

Veo	Veo
aver	haber
venido	venido
Blandon	Blandón
y	y
que	que
esta	está
ya	ya
hecho	hecho
un	un
cordero	cordero

y	Y
dice	dice
un	un
probervio	proverbio
:	:
	«
el	el
que	que
tiene	tiene
el	el
tejado	tejado
de	de
vidrio	vidrio
no	no
tire	tire
piedras	piedras
al	al
del	del
vecino	vecino
	»

y	Y
luego	luego
el	el
puesto	puesto
poco	poco
	,
conque	conque
todo	todo
se	se
junta	junta

Ambrosio	Ambrosio
de	de
Molina	Molina
me	Me
avisara	avisará
VMd	VM
lo	lo
que	que
pasa	pasa
con	con
y	y
que	que
socora	socorra
esta	esta
plaza	plaza
porque	porque
estamos	estamos
con	con
mucha	mucha
nezesidad	necesidad

Jhe	Jesús
	,
Ma	María
sean	Sean
con	con
V	vuestra
R	reverenda
mi	mi
me	madre
Antonia	Antonia
y	y
den	den
la	la
salud	salud
y	y
vida	vida
q	que
le	le
supo	suplico
y	y
todo	todo
el	el
consuelo	consuelo
q	que
deseo	deseo

mui	Muy
siervo	siervo
sienpre	siempre
de	de
V	vuestra
R	reverenda
	,
Fr	fray
Andrés	Andrés
de	de
Sta	Santa
Teresa	Teresa
mi	Mi
Me	madre
Anta	Antonia
Teresa	Teresa
de	de
Sn	San
Josep	José

D	Don
Frco	Francisco
,	--
de	de
cossio	Cosío
es	es
escribano	escribano
real	real
	,
natural	natural
i	y
vo	vecino
de	de
la	la
villa	villa
de	de
potes	Potes
	,
qe	que
es	es
cabeza	cabeza
de	de
aquella	aquella
probinzia	provincia

B	Besa
l	las
mos	manos
de	de
V	vuestra
Rma	reverendísima
obligado	obligado
servidor	servidor
	,
Franco	Francisco
de	de
Cossio	Cossio
Muy	Muy
Sa	señora
mia	mía

por	Por
desir	decir
que	que
estava	estaba
oBligado	obligado
a	a
pagar	pagar
y	y
que	que
un	un
povre	pobre
teselan	tecelán
estava	estaba
administrando	administrando
los	los
Bienes	bienes
	,
el	el
ssr	señor
Dn	don
Barme	Bartolomé
le	le
mando	mandó
a	a
boca	boca
	,
si	si
no	no
me	me
engaño	engaño
	,
cuidase	cuidase
de	de
los	los
y	y
que	que
abia	había
de	de
dar	dar
quenta	cuenta
d	de
ellos	ellos
quando	cuando
otra	otra
cosa	cosa
sea	sea
mandado	mandado

las	Las
ultimas	últimas
lanas	lanas
no	no
eran	eran
buenas	buenas
,	--
y	y
por	por
este	este
razon	razón
estavan	estaban
tanto	tanto
tiempo	tiempo
sin	sin
vender	vender

soi	Soy
comisario	comisario
de	de
toledo	Toledo
	,
cura	cura
de	de
lominchar	Lominchar
	,
referido	referido
con	con
comision	comisión
de	de
su	su
persona	persona
	,
luego	luego
espero	espero

agase	Hágase
la	la
voluntad	voluntad
de	de
Dios	Dios
.	;
Y	y
Vm	VM
	,
lo	lo
que	que
gustare	gustare

Sienpre	Siempre
os	os
tube	tuve
por	por
bellaco	bellaco
y	y
Ruin	ruin
	,
i	y
aora	ahora
lo	lo
beo	veo
palpable	palpable
	,
pues	pues
quanto	cuanto
me	me
inporta	importa
bengais	vengáis
aca	acá
no	no
lo	lo
açeis	hacéis

y	Y
l	le
e	he
de	de
assegurar	asegurar
vm	VM
que	que
seguiera	siguiera
de	de
todo	todo
lo	lo
que	que
podre	podré

me	Me
he	he
olgado	holgado
mucho	mucho
de	de
saber	saber
de	de
tu	tu
salud	salud

Armiño	Armiño
	,
y	y
julio	julio
17	17
de	de
1677	1677
B	Besa
l	la
m	mano
de	de
Vm	VM
	,
Fernando	Fernando
Pita	Pita
da	da
beiga	Veiga
Revellon	Rebellón
Sr	Señor
Antonio	Antonio
Gomez	Gómez
suarez	Suárez

ssu	Su
Magd	Majestad
me	me
gde	guarde
a	a
V	vuestra
R	reverenda
como	como
deseo	deseo
y	y
le	le
supo	suplico

la	La
gente	gente
esta	está
toda	toda
buena	buena
,	--
y	y
el	el
choro	coro
con	con
toda	toda
perfeccion	perfección
,	--
y	y
puesta	puesta
ya	ya
la	la
Rexa	reja
de	de
yerro	yerro
,	,
que	que
es	es
muy	muy
buena	buena

soy	Soy
de	de
sentir	sentir
que	que
agas	hagas
tu	tu
negocio	negocio
como	como
el	él
quiere	quiere
azer	hacer
el	el
suyo	suyo
	,
sin	sin
meterte	meterte
en	en
donaçiones	donaciones
	;
que	que
	,
pues	pues
lo	lo
as	has
ganado	ganado
	,
bien	bien
sera	será
seas	seas
dueño	dueño
de	de
lo	lo
que	que
es	es
tuyo	tuyo
sin	sin
aberlo	haberlo
de	de
pedir	pedir
a	a
nadie	nadie

Vm	VM
disponga	disponga
su	su
pareser	parecer
de	de
otra	otra
forma	forma
,	,
o	o
se	se
caze	case
o	o
sirva	sirva
,	,
que	que
como	como
no	no
es	es
mi	mi
parienta	parienta
	,
ni	ni
del	del
agua	agua
,	--
ni	ni
de	de
la	la
sal	sal
,	,
ni	ni
tanpoco	tampoco
la	la
conosco	conozco
,	,
ni	ni
he	he
devido	debido
ni	ni
devo	debo
a	a
cozas	cosas
de	de
Vm	VM
	,
nadie	nadie
Resuelvo	resuelvo
,	,
siendo	siendo
servida	servida
y	y
llevando	llevando
gusto	gusto
Vm	VM
a	a
remetirle	remitirle
su	su
hija	hija
para	para
azer	hacer
de	de
ella	ella
lo	lo
que	que
fuere	fuere
mas	más
de	de
su	su
gusto	gusto
,	--
y	y
de	de
su	su
agrado	agrado

estoy	Estoy
entretenido	entretenido
aqui	aquí
en	en
Madrid	Madrid
en	en
el	el
conssejo	consejo
de	de
Italia	Italia
y	y
me	me
ba	va
bien	bien
	,
gracias	gracias
a	a
Dios	Dios

sabes	Sabes
la	la
escrytura	escritura
que	que
degaste	dejaste
echa	hecha
de	de
mano	mano
de	de
escrybano	escribano
	:
bendras	vendrás
a	a
cunplilo	cumplirlo
por	por
byen	bien
u	o
por	por
mal	mal

demas	Demás
de	de
que	que
le	le
veo	veo
determinado	determinado
de	de
	,
si	si
no	no
aprovechan	aprovechan
esas	esas
mediçinas	medicinas
	,
ir	ir
hasta	hasta
Sevill	Sevilla
a	a
por	por
drogas	drogas

que	Que
es	es
necessario	necesario
hacer	hacer
tanto	tanto
gusto	gusto
a	a
todos	todos
de	de
lo	lo
que	que
piden	piden
para	para
poder	poder
venir	venir
	,
pues	pues
aun	aun
no	no
saliendo	saliendo
de	de
cassa	casa
no	no
se	se
quita	quita
un	un
honbre	hombre
de	de
que	que
le	le
busquen	busquen

todo	Todo
lo	lo
qual	cual
havia	había
sido	sido
y	y
es	es
en	en
gran	gran
daño	daño
de	de
la	la
villa	villa
y	y
vecinos	vecinos
d	de
ella	ella
	,
y	y
en	en
gran	gran
daño	daño
de	de
la	la
Rl	Real
Haçienda	Hacienda
	,
porque	porque
por	por
haver	haber
faltado	faltado
el	el
monte	monte
no	no
se	se
cria	cría
el	el
ganado	ganado
de	de
Zerda	cerda
que	que
solia	solía
	,
de	de
que	que
a	a
Su	Su
magd	Majestad
se	se
pagan	pagan
las	las
sissas	sisas
y	y
millones	millones

y	Y
si	si
acazo	acaso
viene	viene
atenida	atenida
a	a
que	que
yo	yo
le	le
aga	haga
la	la
costa	costa
para	para
ello	ello
	,
lo	lo
tomara	tomará
para	para
otros	otros
menesteres	menesteres
maiores	mayores

V	Besa
L	las
m	manos
de	de
Vm	VM
	,
fr	fray
franco	Francisco
	,
obpo	obispo
de	de
Cartaj	Cartagena
sra	Señora
Da	doña
Maria	María
de	de
Almansa	Almansa
Pereyra	Pereira
y	y
Castro	Castro

el	El
alcalde	alcalde
quinones	Quiñones
quiso	quiso
hacer	hacer
del	del
baliente	valiente
i	y
se	se
ahogo	ahogó
en	en
una	una
queba	cueva
	,
i	y
lo	lo
sacaron	sacaron
ia	ya
casi	casi
muerto	muerto

siento	Siento
mucho	mucho
la	la
enfermedad	enfermedad
de	de
mi	mi
hermana	hermana

Sr	Señor
mio	mío

Dios	Dios
la	la
perdone	perdone

esto	Esto
digo	digo
Para	para
lo	lo
que	que
mira	mira
a	a
lo	lo
ynterior	interior
	,
que	que
lo	lo
exterior	exterior
se	se
determina	determina
por	por
la	la
obra	obra

y	Y
si	si
se	se
a	ha
de	de
serbir	servir
de	de
cansarsse	cansarse
en	en
esso	eso
	,
me	me
abisse	avise
pa	para
procurar	procurar
ymbiar	enviar
la	la
pipa	pipa
el	el
dia	día
q	que
digo	digo

y	Y
de	dé
todo	todo
su	su
gusto	gusto
	,
q	que
sera	será
obedecido	obedecido
en	en
qto	cuanto
pueda	pueda

porq	Porque
--	--
fue	fue
el	el
guicio	Juicio
final	Final
i	y
enbio	envió
dios	Dios
un	un
aire	aire
	—
el	el
mas	más
terible	terrible
q	que
gamas	jamás
se	se
a	ha
bisto	visto
	—
q	que
si	si
no	no
deribaran	derribaran
este	este
pacadico	pasadizo
se	se
cema	quema
todo	todo
madrir	Madrid
sin	sin
remedio	remedio

no	No
respondi	respondí
asta	hasta
ahora	ahora
a	a
v	vuestra
R	reverenda
por	por
lo	lo
querer	querer
hazer	hacer
remetiendo	remitiendo
en	en
esta	ésta
la	la
respuesta	respuesta
del	del
Pe	padre
fr	fray
Frco	Francisco
,	,
como	como
lo	lo
ago	hago
;	,
y	y
tambien	también
porq	porque
quize	quise
hazerlo	hacerlo
con	con
el	el
effecto	efecto
,	--
de	de
que	que
v	vuestra
R	reverenda
ya	ya
a	a
estas	estas
horas	horas
tendrá	tendrá
entera	entera
noticia	noticia
,	--
por	por
se	se
aberen	haberen
ya	ya
a	ha
dos	dos
o	o
tres	tres
dias	días
despedido	despedido
y	y
enbiado	enviado
las	las
ordenes	órdenes
necessarias	necesarias
;	,
que	que
consisten	consisten
en	en
que	que
repongan	repongan
a	a
v	vuestra
R	reverenda
en	en
el	el
mismo	mismo
estado	estado
en	en
que	que
el	el
Pe	padre
Pal	provincial
allo	halló
a	a
v	vuestra
R	reverenda
,	--
quando	cuando
llego	llegó
ahy	ahí
,	--
y	y
empeço	empezó
la	la
cauza	causa

con	Con
todo	todo
esto	esto
hase	hase
de	de
assegurar	asegurar
vm	VM
que	que
hare	haré
quanto	cuanto
pudiere	pudiere
para	para
despachalle	despacharle
a	a
su	su
mayor	mayor
beneficio	beneficio

peligraron	Peligraron
munchos	muchos
onbres	hombres
de	de
los	los
q	que
trabagaban	trabajaban
	,
todos	todos
los	los
grandes	grandes
asidos	asidos
a	a
las	las
andas	andas
de	de
todas	todas
estas	estas
relicias	reliquias
llorando	llorando
cien	cien
mil	mil
lagrimas	lágrimas

y	Y
q	que
	,
aunque	aunque
ayan	hayan
dicho	dicho
su	su
exa	excelencia
no	no
acudio	acudió
a	a
vsia	VSa
	,
no	no
le	le
paresce	parece
en	en
nada	nada

Ademas	Además
de	de
la	la
q	que
le	le
ynvie	envié
en	en
este	este
Coreo	correo
	,
baya	vaya
la	la
ynclusa	inclusa
Con	con
la	la
de	de
vmd	VM
	,
Conq	conque
tengo	tengo
Respondido	respondido
a	a
lo	lo
q	que
vmd	VM
me	me
mdo	mandó

B	Besa
l	las
M	manos
de	de
Vm	VM
su	su
maor	mayor
sdor	servidor
	,
Alonso	Alonso
Gomez	Gómez
de	de
Figueroa	Figueroa
mi	Mi
sa	señora
Da	doña
Ma	María
de	de
Almansa	Almansa
Pera	Pereira
y	y
Castro	Castro

lo	Lo
q	que
digo	digo
es	es
q	que
	,
quando	cuando
no	no
estubiere	estuviere
en	en
la	la
jurisdicion	jurisdicción
,	,
--	--
enfermo	enfermo
o	o
achacoso	achacoso
	,
q	que
entonzes	entonces
autues	actúes
con	con
los	los
ssos	secretarios
de	de
Vendaña	Vendaña
	;
mas	mas
q	que
estando	estando
residente	residente
yo	yo
	,
que	que
no	no

en	En
mi	mi
vida	vida
tube	tuve
otra	otra
Comunican	comunicación
ni	ni
fiado	fiado
nada	nada
de	de
este	este
sujeto	sujeto
pa	para
darse	darse
pr	por
ofendido	ofendido

suya	Suya
sigras	Sigrás
	,
y	y
mayo	mayo
28	28
de	de
1684	1684

el	El
testimonio	testimonio
remito	remito
con	con
esta	ésta
en	en
conformidad	conformidad
de	de
la	la
peticion	petición
y	y
auto	auto
a	a
ella	ella
proveido	proveído

dize	Dice
vmd	VM
que	que
le	le
dieran	dieran
28	28
rosquillas	rosquillas
de	de
a	a
cien	cien

y	Y
lo	lo
que	que
tengo	tengo
negociado	negociado
y	y
esto	esto
quede	quede
solo	sólo
para	para
con	con
vmd	VM
	,
que	que
yo	yo
tengo	tengo
de	de
alegar	alegar
en	en
lo	lo
tocante	tocante
a	a
las	las
alcavalas	alcabalas
	,
pues	pues
en	en
muchas	muchas
partes	partes
las	las
tengo	tengo
perdido	perdido

despues	Después
de	de
ultima	última
he	he
recivido	recibido
la	la
mui	muy
grata	grata
