Effter	Efter
kunna	kunna
uthrätta	uträtta
,	,
at	att
bägge	bägge
hanss	hans
Söner	Söner
intet	intet
skola	skola
mista	mista
lijfvet	livet
,	,
uthan	utan
bådhe	båda
hielpass	hjälpas
åth	åt
att	att
bötha	böta
,	,
hälst	helst
medan	medan
rätta	rätta
målzäganden	målsäganden
hafuer	har
sin	sin
rätt	rätt
på	på
böther	böter
efftergifvit	eftergivit
,	,
som	som
doomen	domen
uthvijser	utvisar
,	,
och	och
altså	alltså
uhrsächtadhe	ursäktade
han	han
bådhe	både
vnderlagmannen	underlagmannen
och	och
Nämbdhen	Nämnden
,	,
och	och
bekende	bekände
sig	sig
der	där
till	till
vara	vara
orsaken	orsaken
,	,
honom	honom
till	till
ingen	ingen
ringa	ringa
sorgh	sorg
,	,
thet	det
han	han
intet	intet
ihogkom	ihågkom
,	,
när	när
han	han
genom	genom
sin	sin
oförthencthe	oförtänkta
begäran	begäran
,	,
sin	sin
Son	Son
uthi	uti
stor	stor
vidhlöftighet	vidlyftighet
fördt	fört
hafuer	har
:	:
huilken	vilken
när	när
han	han
dömbdh	dömd
bleef	blev
gaf	gav
sig	sig
strax	strax
på	på
flychten	flykten
,	,
och	och
hölt	höll
sig	sig
af	av
vägen	vägen
,	,
till	till
S	S
:	:
	
M:ttz	M:ttz
nådige	nådige
resolution	resolution
tillgoda	tillgoda
,	,
igenlösa	igenlösa
sin	sin
hustrus	hustrus
rätte	rätte
Odel	Odel
och	och
wederläggia	vederlägga
panten	panten
,	,
Föregifwer	Föregiver
att	att
hussen	husen
ähre	är
förfallne	förfallna
och	och
bortfört	bortfört
.	.
	
Hans	Hans
Pehrsson	Pehrsson
i	i
Löffstadh	Löffstadh
och	och
Oluff	Oluff
Oluffson	Oluffson
i	i
Ammer	Ammer
gick	gick
i	i
löffte	löfte
för	för
Dråparen	Dråparen
.	.
	
Saakfälles	Sakfälldes
han	han
för	för
stämbne	stämne
till	till
3	3
mk:r	mk:r
	
Wardt	Vart
slutit	slutit
och	och
aff	av
Rätten	Rätten
dömbdt	dömt
,	,
Effter	Efter
dedh	det
26	26
:	:
	
Oloff	Oloff
Oloffson	Oloffson
\	\
Biutell	Biutell
/	/
upbiuder	uppbjuder
halfva	halva
…	…
tunna	tunna
Landh	Land
\	\
Seger	Seger
Oluffsons	Oluffsons
gårdh	gård
/	/
uthi	uti
Faanbyn	Faanbyn
Seger	Seger
Oloffson	Oloffson
i	i
Fanbyn	Fanbyn
om	om
et	ett
hundrade	hundrade
tiugu	tjugo
RD	RD
.	.
som	som
dhe	de
ehre	är
sigh	sig
emellan	emellan
\	\
ense	ense
/	/
om	om
,	,
och	och
blef	blev
så	så
beslutit	beslutat
at	att
Ländzman	Länsman
och	och
Tålfmän	Tolvmän
skulle	skulle
ransake	rannsaka
huru	hur
många	många
syster	syster
och	och
broorparter	brorparter
ther	där
då	då
war	var
uthi	uti
Faanbyn	Faanbyn
och	och
om	om
befinnes	befinnes
at	att
Seger	Seger
intet	intet
mer	mer
bör	bör
än	än
sin	sin
brorpart	brorpart
,	,
skall	skall
tagas	tagas
tillbaka	tillbaka
utaf	utav
Seger	Seger
\	\
honom	honom
/	/
så	så
mycket	mycket
han	han
öffwertagit	övertagit
haf:r	haf:r
till	till
thes	dess
richtige	riktiga
beskedh	besked
finnes	finns
att	att
the	de
andre	andra
hans	hans
bröder	bröder
\	\
och	och
Syskon	Syskon
/	/
äger	äger
medh	med
deras	deras
willia	vilja
och	och
nöije	nöje
uthlösse	utlösa
.	.
	
Löp	Löp
.	.
128	128
mk:r	mk:r
der	där
af	av
tager	tar
Chronan	Kronan
En	En
halfpart	halvpart
löper	löper
64	64
mk:r	mk:r
det	det
öfrige	övriga
Målsäganden	Målsäganden
och	och
Tobackz	Tobaks
arrendatoren	arrendatoren
.	.
	
Och	Och
emädhan	emedan
b:te	b:te
Ryttmst	Ryttmst
:	:
dhen	den
nedhriga	nedriga
Rätten	Rätten
eij	ej
Comparera	Komparera
wille	ville
kundhe	kunde
Rätten	Rätten
ingen	ingen
dom	dom
i	i
Saken	Saken
falla	falla
\	\
gångå	gångå
/	/
uthan	utan
bleff	blev
Remiterat	Remitterat
til	till
den	den
Kongl:Håf	Kongl:Håf
Rätten	Rätten
;	;
\	\
Hans	Hans
Excell:	Excell:
Govene:s	Govene:s
ankomst	ankomst
och	och
nästkommandhe	nästkommande
Landz	Lands
Tingh	Ting
.	.
/	/
H:r	H:r
Befalningzman	Befallningsman
tilspordhe	tillsporde
om	om
han	han
hafwer	har
låtit	låtit
stemma	stämma
honnom	honom
\	\
..	..
	
Och	Och
hafwer	har
först	först
Slagit	Slagit
Jon	Jon
Siulsson	Siulsson
i	i
Siönäs	Siönäs
medh	med
en	en
Knif	Kniv
i	i
armen	armen
så	så
at	att
han	han
tolf	tolv
weckor	veckor
på	på
sengh	säng
ligia	ligga
måste	måste
,	,
dhen	den
andra	andra
Olof	Olof
Hansson	Hansson
slagit	slagit
i	i
ryggen	ryggen
et	ett
hugh	hugg
at	att
han	han
och	och
til	till
Sängz	Sängs
legat	legat
hafwer	har
tre	tre
weckor	veckor
.	.
	
(	(
13	13
.	.
)	)
Upbiudhr	Uppbjuder
förste	förste
gången	gången
Jöns	Jöns
Joensson	Joensson
i	i
Ösiö	Ösiö
Pedher	Pedher
Jonssonz	Jonssonz
anpart	anpart
i	i
Nordhersiö	Nordhersiö
.	.
	
(	(
5	5
.	.
)	)
Sammaledes	Sammaledes
Mattz	Mattz
Persson	Persson
i	i
Fanbyn	Fanbyn
hafwer	har
olagligen	olagligen
och	och
förleden	förliden
winter	vinter
städt	städt
een	en
Piga	Piga
Kerstin	Kerstin
från	från
Hemming	Hemming
Simonson	Simonson
,	,
skal	skall
derföre	därför
efter	efter
bem:te	bem:te
Cap.	Kap.
plichte	plikta
3	3
mk:r	mk:r
Äfwen	Även
så	så
Pehr	Pehr
Bengtsson	Bengtsson
i	i
Marset	Marset
,	,
hafwer	har
förleden	förliden
Sommar	Sommar
legdt	legat
pigan	pigan
Ingebor	Ingebor
Broddesdotter	Broddesdotter
från	från
bem:te	bem:te
Hemming	Hemming
Simonson	Simonson
i	i
Ränswedh	Ränswedh
,	,
Saakfältes	Sakfälldes
derföre	därför
Per	Per
Bengtsson	Bengtsson
effter	efter
för	för
bem:te	bem:te
15	15
Cap.	Kap.
Bygg:B	Bygg:B
.	.
till	till
3	3
mk:r	mk:r
Sm:tt	Sm:tt
Men	Men
Pigorna	Pigorna
Kerstin	Kerstin
Erichsdotter	Erichsdotter
och	och
Ingebor	Ingebor
Broddesdotter	Broddesdotter
,	,
skohla	skola
refundera	refundera
och	och
erläggia	erlägga
till	till
Hemming	Hemming
Simonsson	Simonsson
hwar	var
sine	sina
Åhrs	Års
löhner	löner
,	,
som	som
han	han
dhem	dem
uthfäst	utfäst
hafwer	har
,	,
nembl:n	nembl:n
Kerstin	Kerstin
5	5
ort	ort
och	och
Ingebohr	Ingebohr
6	6
ort	ort
,	,
uthan	utan
upskoff	uppskov
,	,
förmedelst	förmedelst
4	4
.	.
puncten	punkten
uti	uti
Kongl.	Kungl.
Placatet	Plakatet
om	om
legofolckz	legofolks
Stadgande	Stadgande
,	,
hwar	var
med	med
dhe	de
nu	nu
skohle	skola
ware	vara
åthskillde	åtskilda
	
(	(
34	34
.	.
)	)
Nils	Nils
Iffwarsson	Iffwarsson
opbiuder	uppbjuder
och	och
,	,
Faste	Faste
Jonssons	Jonssons
i	i
Rossbohl	Rossbohl
Sal	Sal
.	.
	
(	(
40	40
.	.
)	)
Olof	Olof
Ewertzon	Ewertzon
i	i
Löste	Löste
trädde	trädde
för	för
Rätten	Rätten
,	,
framwisandes	framvisandes
ett	ett
lagbudit	lagbjudet
och	och
lagståndit	lagståndet
Kiöpebref	Köpebrev
,	,
Daterat	Daterat
Brattbyn	Brattbyn
den	den
26	26
Martij	Martij
1663	1663
,	,
med	med
gode	gode
mänss	mäns
underskrifft	underskrift
,	,
hwar	var
med	med
bewisandes	bevisandes
,	,
sig	sig
hafwa	ha
Kiöpt	Köpt
af	av
h	h
.	.
Brita	Brita
i	i
Eede	Eede
,	,
och	och
hennes	hennes
Son	Son
Lars	Lars
Mårtensson	Mårtensson
,	,
som	som
barnens	barnens
Måhlsman	Måhlsman
Hans	Hans
Persson	Persson
i	i
Lösta	Lösta
,	,
Ett	Ett
Tunland	Tunnland
Jord	Jord
i	i
Eede	Eede
,	,
men	men
inga	inga
Huus	Hus
på	på
Tompten	Tomten
för	för
28	28
RD:r	RD:r
sampt	samt
alla	alla
dess	dess
tilliggiande	tilliggande
lotter	lotter
och	och
lunder	lunder
etc.	etc.
Så	Så
emedan	emedan
ingen	ingen
her	här
på	på
klandrade	klandrade
,	,
dy	ty
uthgafz	utgafs
Faste	Faste
breff	brev
.	.
	
Fader	Fader
,	,
Nils	Nils
Swensson	Swensson
i	i
Sidsiöö	Sidsiöö
hafwe	har
för	för
16	16
åhr	år
sedan	sedan
,	,
af	av
åthskillige	åtskilliga
rätta	rätta
Bördemän	Bördemän
kiöpt	köpt
Ett	Ett
Tunland	Tunnland
Jordh	Jord
,	,
och	och
derföre	därför
gifwit	givit
sin	sin
Swägerska	Svägerska
,	,
h	h
.	.
Sigrid	Sigrid
Tohlsdotter	Tohlsdotter
för	för
hennes	hennes
tillfallne	tillfallne
Arfzpart	Arvspart
½	½
tunland	tunnland
11	11
RD:r	RD:r
och	och
Olof	Olof
Olofsson	Olofsson
i	i
Stafre	Stafre
för	för
1	1
½	½
Mähling	Mäling
gifwit	givit
6	6
RD:r	RD:r
.	.
	
Hwarföre	Varför
erkendhe	erkände
Rätten	Rätten
Skiäligt	Skäligt
at	att
Siul	Siul
Hermansson	Hermansson
ähr	är
berättigat	berättigat
effter	efter
8	8
Cap:	Kap:
Jord	Jord
.	.
b	b
.	.
	
Joen	Joen
Person	Person
i	i
Båsiö	Båsiö
,	,
oppbiudher	uppbjuder
gårdhen	gården
han	han
åboor	åbor
andre	andra
gången	gången
,	,
sine	sina
Stiufbarn	Stugbarn
till	till
återlössn	återlösen
emot	emot
78	78
RD:r	RD:r
.	.
	
Swen	Swen
Oloffsson	Oloffsson
i	i
Tamnäss	Tamnäss
,	,
Siuhl	Siuhl
i	i
Miöösiö	Miöösiö
,	,
Oluff	Oluff
Swänsson	Swänsson
i	i
Landhsom	Landhsom
Etc	Etc
.	.
uthi	uti
Sundziöö	Sundziöö
Församblingh	Församling
det	det
samma	samma
betyga	betyga
.	.
5	5
.	.
	
Ehuru	Ehuru
wäll	väl
Trumpetaren	Trumpetaren
Petter	Petter
Olufsson	Olufsson
månde	månde
oppå	uppå
Brudflodz	Brudflodz
Extra	Extra
ordinarie	ordinarie
Tingh	Ting
d:26	d:26
Martij	Martij
1670	1670
uthlåfwa	utlova
,	,
at	att
taga	taga
sin	sin
lägerqwinna	lägerkvinna
Anna	Anna
Keelzd:r	Keelzd:r
til	till
ächta	äkta
,	,
den	den
han	han
haf:r	haf:r
aflat	avlat
barn	barn
med	med
och	och
rächte	räckte
så	så
kyrkioherden	kyrkoherden
H:r	H:r
Pehr	Pehr
Langh	Langh
,	,
som	som
Rätten	Rätten
hand	hand
sig	sig
låfwen	loven
fullborda	fullborda
;	;
Men	Men
såsom	såsom
Trumpetaren	Trumpetaren
hafwer	har
kommit	kommit
uti	uti
erfarenheet	erfarenhet
at	att
be:te	be:te
Anna	Anna
Kelzd:r	Kelzd:r
\	\
haar	har
/	/
beblandat	beblandat
sig	sig
med	med
een	en
annan	annan
Person	Person
,	,
Nembl.	Näml.
Skräddaren	Skräddaren
Hanss	Hanss
Johansson	Johansson
på	på
Frössö	Frössö
Jemptemarknen	Jemptemarknen
1670	1670
in	in
Martio	Martio
,	,
någre	några
dagar	dagar
för	för
han	han
giorde	gjorde
handsträchningh	handsträckning
medh	med
denna	denna
Anna	Anna
Kelzd:r	Kelzd:r
,	,
Hanss	Hanss
Johansson	Johansson
ähr	är
eij	ej
tilstädess	tillstädes
uthan	utan
förrester	förresten
til	till
Norige	Norige
,	,
och	och
Anna	Anna
kan	kan
sig	sig
här	här
från	från
\	\
eij	ej
/	/
unddraga	unddraga
hafft	haft
beblandelsse	beblandelse
medh	med
honom	honom
som	som
hon	hon
sidermehra	sedermera
har	har
bekändt	bekänt
för	för
Trumpetaren	Trumpetaren
och	och
nu	nu
detsamma	detsamma
til	till
ståår	står
,	,
dy	ty
til	till
bödh	bjöd
sig	sig
Trumpetaren	Trumpetaren
heller	heller
willia	vilja
uthgiöra	utgöra
bötterne	böterna
för	för
sig	sig
,	,
än	än
tage	taga
Anna	Anna
til	till
ächta	äkta
och	och
sin	sin
ächtenskapz	äktenskaps
låfwen	loven
opsade	uppsade
,	,
alldenstundh	alldenstund
Anna	Anna
eij	ej
bättere	bättre
har	har
sig	sig
stält	ställt
.	.
	
H:r	H:r
Nilses	Nilses
Änkia	Änka
för	för
3	3
åhr	år
kiöpt	köpt
hafwer	har
,	,
och	och
nu	nu
klandras	klandras
af	av
Rätta	Rätta
bördeman	bördeman
,	,
för	för
kiöpet	köpet
lagståndet	lagståndet
bleff	blev
,	,
hwar	var
öfwer	över
Resol:des	Resol:des
Att	Att
Anders	Anders
Andersson	Andersson
på	på
sin	sin
hustrus	hustrus
wäg:r	wäg:r
ähr	är
berättigat	berättigat
be:te	be:te
tunl:d	tunl:d
och	och
halfwa	halva
gård	gård
effter	efter
12	12
.	.
14	14
.	.
	
Men	Men
H:r	H:r
Carl	Carl
swarade	svarade
,	,
Capitein	Kapten
skall	skall
stå	stå
migh	mig
til	till
Rätt	Rätt
…	…
för	för
Bössan	Bössan
,	,
förordsakades	förorsakades
derföre	därför
Capitein	Kapten
stijga	stiga
opp	upp
…	…
gården	gården
effter	efter
bössan	bössan
,	,
och	och
när	när
han	han
tijt	dit
op	upp
kom	kom
,	,
gick	gick
H:r	H:r
Carl	Carl
för	för
åth	åt
i	i
Stugun	Stugan
,	,
och	och
slogh	slog
dörren	dörren
igen	igen
,	,
och	och
åter	åter
presenterade	presenterade
sigh	sig
i	i
fänstret	fönstret
,	,
fordrandes	fordrandes
honom	honom
at	att
slåss	slåss
m	m
…	…
sigh	sig
och	och
håårdragas	hårdragas
,	,
Swarades	Svarades
af	av
Capitein	Kapten
det	det
är	är
icke	icke
Cavalleurs	Cavalleurs
,	,
Uthan	Utan
sådant	sådant
tiähnar	tjänar
Skoopoikar	Skolpojkar
,	,
hafwer	har
H:r	H:r
Carl	Carl
sagdt	sagt
du	du
Hundzfott	Hundzfott
,	,
Hundzfott	Hundzfott
,	,
då	då
H:r	H:r
Capitein	Kapten
hafwer	har
slagit	slagit
H:r	H:r
Carl	Carl
een	en
öhrfijhl	örfil
i	i
fänstret	fönstret
,	,
dher	där
af	av
H:r	H:r
Carl	Carl
hafwer	har
med	med
dhe	de
orden	orden
uthbrustit	utbrustit
,	,
säijandes	sägandes
,	,
du	du
skal	skall
mista	mista
Hufwudeth	Huvudet
,	,
du	du
skal	skall
förwijsas	förvisas
Landet	Landet
,	,
du	du
skal	skall
böta	böta
til	till
Kyrckian	Kyrkan
,	,
Höör	Hör
du	du
Hundzfott	Hundzfott
,	,
det	det
han	han
intet	intet
längre	längre
kan	kan
tåhla	tåla
,	,
uthan	utan
H:r	H:r
Capitein	Kapten
begärer	begär
H:r	H:r
Carl	Carl
må	må
lagligen	lagligen
plichta	plikta
.	.
	
Den	Den
30	30
Januarij	Januari
1674	1674
Witnade	Vittnade
effter	efter
aflagd	avlagd
eedh	ed
,	,
Regement	Regement
skrifwarens	skrivarens
Johan	Johan
Johanssons	Johanssons
drängh	dräng
Nils	Nils
Olufsson	Olufsson
,	,
som	som
förra	förra
Tinget	Tinget
lågh	låg
siuker	sjuk
,	,
At	Att
han	han
om	om
mårgonen	morgonen
stodh	stod
på	på
åkren	åkern
och	och
kiörde	körde
Trädet	Trädet
,	,
hafwer	har
Pigan	Pigan
i	i
gården	gården
gåt	gått
effter	efter
honom	honom
och	och
bedit	bett
hemgå	hemgå
,	,
wid	vid
det	det
han	han
kom	kom
på	på
gården	gården
,	,
kom	kom
H:r	H:r
CapiteinAnrep	CapiteinAnrep
uthur	utur
Regement	Regement
skrifwarens	skrivarens
stugu	stuga
och	och
H:r	H:r
Carl	Carl
effter	efter
,	,
H:r	H:r
Carl	Carl
bad	bad
Capitein	Kapten
skulle	skulle
ingå	ingå
och	och
förlijka	förlika
sigh	sig
med	med
wärden	värden
hwilket	vilket
han	han
eij	ej
giorde	gjorde
,	,
Uthan	Utan
på	på
gården	gården
slogh	slog
Capitein	Kapten
H:r	H:r
Carl	Carl
…	…
slagh	slag
med	med
Spanskrören	Spanskrören
,	,
fölgdes	följdes
så	så
til	till
Porten	Porten
,	,
Dher	Där
H:r	H:r
Carl	Carl
åter	åter
…	…
uti	uti
H:r	H:r
Capitein	Kapten
,	,
och	och
wille	ville
hafwa	ha
honom	honom
tilbaka	tillbaka
,	,
Men	Men
sletz	slets
sigh	sig
H:r	H:r
Carl	Carl
,	,
När	När
dhe	de
kommo	kom
på	på
åkern	åkern
,	,
fattade	fattade
dhe	de
hwarandra	varandra
i	i
håret	håret
,	,
då	då
Capitein	Kapten
ropade	ropade
effter	efter
sina	sina
Karlar	Karlar
at	att
skillia	skilja
åth	åt
,	,
och	och
een	en
af	av
dhem	dem
hafwer	har
och	och
tagit	tagit
H:r	H:r
Carl	Carl
i	i
håret	håret
,	,
Men	Men
wiste	visste
icke	icke
,	,
hwilken	vilken
af	av
dhem	dem
war	var
,	,
sedan	sedan
dhe	de
blefwo	blev
åthskillda	åtskilda
hafwer	har
H:r	H:r
Capitein	Kapten
slagit	slagit
H:r	H:r
Carl	Carl
med	med
spansk	spansk
rören	rören
3	3
slag	slag
Ett	Ett
öfwer	över
Kinbenet	Kindbenet
,	,
dher	där
af	av
han	han
feck	fick
blånad	blånad
,	,
ett	ett
öfwer	över
Hufwudet	Huvudet
,	,
och	och
det	det
tridie	tredje
öfwer	över
Axlan	Axeln
,	,
sedan	sedan
hafwer	har
H:r	H:r
optagit	upptagit
3	3
st.	st.
Steenar	Stenar
och	och
kastat	kastat
effter	efter
,	,
När	När
H:r	H:r
Capitein	Kapten
…	…
i	i
båthen	båten
,	,
saaknade	saknade
han	han
sin	sin
bössa	bössa
,	,
och	och
gick	gick
derföre	därför
sielf	själv
fempte	femte
tilbaka	tillbaka
opp	upp
i	i
gården	gården
,	,
då	då
H:r	H:r
Carl	Carl
gick	gick
in	in
i	i
stugun	stugan
och	och
Pigan	Pigan
stängde	stängde
dörren	dörren
till	till
,	,
Men	Men
Nils	Nils
war	var
dher	där
…	…
Förstugun	Förstugan
,	,
den	den
gången	gången
feck	fick
H:r	H:r
Capitein	Kapten
icke	icke
igen	igen
bössan	bössan
Derföre	Därför
sade	sade
Capitein	Kapten
,	,
iagh	jag
seer	ser
migh	mig
icke	icke
annat	annat
före	före
änn	än
iagh	jag
skal	skall
giöra	göra
Heemgångh	Hemgång
,	,
Hwilket	Vilket
Rustmestaren	Rustmästaren
Swahnbergh	Swahnbergh
sade	sade
neij	nej
,	,
det	det
må	må
i	ni
icke	icke
giöra	göra
,	,
hafwer	har
H:r	H:r
Capitein	Kapten
oplåtit	upplåtit
fänstret	fönstret
dher	där
H:r	H:r
Carl	Carl
innan	innan
för	för
stod	stod
,	,
och	och
honom	honom
spottat	spottat
i	i
ansichtet	ansiktet
och	och
slagit	slagit
een	en
öhrfijhl	örfil
och	och
kallat	kallat
Hundzfott	Hundzfott
,	,
då	då
H:r	H:r
Carl	Carl
swarade	svarade
,	,
du	du
må	må
wara	vara
sielf	själv
een	en
Hundzfott	Hundzfott
,	,
dher	där
med	med
reste	reste
H.r	H.r
Capitein	Kapten
heemåth	hemåt
.	.
	
Pehr	Pehr
Bengtsson	Bengtsson
,	,
Knut	Knut
Keelssons	Keelssons
Swåger	Svåger
hafwer	har
observerat	observerat
Fatalia	Fatalia
Juris	Juris
och	och
effter	efter
Sweriges	Sveriges
lagh	lag
7	7
Cap:	Kap:
Jord.b	Jord.b
.	.
	
Tolfman	Tolvman
Erich	Erich
Önnesson	Önnesson
i	i
Rind	Rind
witnade	vittnade
,	,
at	att
Capitein	Kapten
och	och
Pehr	Pehr
Andersson	Andersson
fölgdes	följdes
bägge	bägge
til	till
sigh	sig
,	,
dher	där
Siul	Siul
i	i
Rind	Rind
och	och
war	var
tilstädes	tillstädes
,	,
hafwer	har
Pehr	Pehr
Andersson	Andersson
bekändt	bekänt
för	för
sigh	sig
hafwer	har
för	för
sin	sin
nödh	nöd
skuld	skuld
måst	måste
gifwa	giva
sigh	sig
til	till
Dragoun	Dragoun
,	,
dher	där
dhe	de
hwar	var
andra	andra
handsträckte	handsträckte
.	.
	
Manss	Manss
broder	broder
,	,
Keel	Keel
Andersson	Andersson
,	,
effter	efter
aflagd	avlagd
eed	ed
refererade	refererade
at	att
han	han
hafwer	har
ihielslagit	ihjälslagit
ormen	ormen
,	,
hwilken	vilken
Dragoun	Dragoun
Anders	Anders
sedan	sedan
hafwer	har
tagit	tagit
på	på
Lije	Lije
Udden	Udden
och	och
luppit	lupit
effter	efter
h	h
.	.
Märitz	Märitz
Son	Son
,	,
då	då
h	h
.	.
Märit	Märit
war	var
wid	vid
pass	pass
ett	ett
St…ke	St…ke
dher	där
ifrån	ifrån
,	,
Altså	Alltså
eij	ej
kunde	kunde
förstå	förstå
,	,
at	att
hon	hon
dher	där
af	av
blef	blev
förskräckt	förskräckt
,	,
eij	ej
heller	heller
lät	lät
hon	hon
någon	någon
annan	annan
det	det
förmärckia	förmärka
som	som
då	då
tilstädes	tillstädes
woro	var
,	,
Eij	Ej
heller	heller
hafwer	har
h	h
.	.
Märit	Märit
för	för
sigh	sig
eller	eller
,	,
sin	sin
hustro	hustru
bekändt	bekänt
warit	varit
hafwande	havande
,	,
som	som
dock	dock
b	b
…	…
tilhopa	tillhopa
uti	uti
een	en
gårdt	gård
och	och
i	i
nästa	nästa
Stuga	Stuga
,	,
mycket	mycket
mindre	mindre
weet	vet
huru	hur
barnet	barnet
ähr	är
förgångit	förgånget
,	,
eller	eller
det	det
ringaste	ringaste
hafft	haft
någon	någon
Underrättelsse	Underrättelse
,	,
Hwarken	Varken
af	av
henne	henne
sielf	själv
eller	eller
någon	någon
annan	annan
.	.
	
Ländzman	Länsman
angifwer	angiver
det	det
Fendricken	Fänriken
Petter	Petter
Wätterströhm	Wätterströhm
hafwer	har
andra	andra
gången	gången
belägrat	belägrat
Kohnan	Konan
Ingebor	Ingebor
Broddesdotter	Broddesdotter
,	,
som	som
ähr	är
hafwande	havande
blifwin	bliven
Men	Men
ännu	ännu
eij	ej
födt	fött
barn	barn
;	;
Och	Och
emedan	emedan
fändricken	fänriken
ähr	är
uthcommenderat	utkommenderat
blifwin	bliven
,	,
dy	ty
opskiötz	uppsköts
til	till
näste	nästa
laga	laga
Tingh	Ting
.	.
	
Sammaledes	Sammaledes
hafwer	har
då	då
Sigrid	Sigrid
oppenbarat	uppenbarat
sin	sin
Morsyster	Morsyster
,	,
Elizabet	Elizabet
Larsdotter	Larsdotter
i	i
Äspnäsoch	Äspnäsoch
hanss	hans
Stiufdotter	Stugdotter
Brita	Brita
och	och
alla	alla
ihoop	ihop
i	i
Sambsta	Sambsta
…	…
såwäl	såväl
fadren	fadern
Lars	Lars
,	,
som	som
Sonen	Sonen
Lars	Lars
Larsson	Larsson
,	,
desslijkest	desslikes
Ingebor	Ingebor
i	i
Hälle	Hälle
och	och
Brundfloo	Brundfloo
Sochn	Socken
,	,
ähr	är
Mathmoder	Matmoder
i	i
Blåkulla	Blåkulla
och	och
,	,
gåår	går
dher	där
med	med
een	en
Sammetz	Sammets
Råck	Rock
;	;
Sigrid	Sigrid
hafwer	har
och	och
,	,
då	då
bekändt	bekänt
för	för
Pigan	Pigan
Karin	Karin
,	,
när	när
hon	hon
böd	bjöd
henne	henne
sin	sin
Ringh	Ring
,	,
at	att
lähra	lära
sigh	sig
giöra	göra
Puken	Puken
,	,
swaradt	svarat
,	,
den	den
ähr	är
snart	snart
giordt	gjort
,	,
När	När
du	du
klipper	klipper
Skägget	Skägget
och	och
Sprerlen	Sprerlen
af	av
getterna	getterna
och	och
annat	annat
Raskerij	Raskeri
och	och
kasta	kasta
uthom	utom
dörren	dörren
,	,
så	så
drager	drar
hon	hon
åstad	åstad
och	och
Suger	Suger
fää	fä
.	.
som	som
H:r	H:r
Carls	Carls
och	och
Ländzmans	Länsmans
skriftelige	skriftliga
relation	relation
innehåller	innehåller
.	.
	
Tolfman	Tolvman
Herman	Herman
Pehrsson	Pehrsson
i	i
Biörnöön	Biörnöön
,	,
Keel	Keel
Persson	Persson
i	i
Giällöön	Giällöön
och	och
Pehr	Pehr
Andersson	Andersson
i	i
Wärwijken	Wärwijken
,	,
som	som
af	av
Ländzman	Länsman
Pehr	Pehr
Andersson	Andersson
anbefalte	anbefallda
blefwo	blev
för	för
2	2
åhr	år
sedan	sedan
at	att
ransaka	rannsaka
om	om
den	den
tiufnad	tjuvnad
Rustmestarens	Rustmästarens
Pehr	Pehr
Hemmingssons	Hemmingssons
hustro	hustru
hafwer	har
bortwist	bortvisat
,	,
då	då
sal	sal
.	.
	
Till	Till
detta	detta
kan	kan
Michel	Michel
Anderson	Anderson
eij	ej
undfalla	undfalla
,	,
iu	ju
hafwa	ha
sagdt	sagt
för	för
ländzman	länsman
,	,
uthan	utan
detta	detta
tilståår	tillstår
,	,
och	och
tilbiuder	tillbjuder
sigh	sig
willia	vilja
bewijsa	bevisa
.	.
	
Blef	Blev
afskiedat	avskedat
af	av
Rätten	Rätten
att	att
Ländz	Läns
och	och
Tolfmän	Tolvmän
skohla	skola
hålla	hålla
een	en
Sochnstembna	Sockenstämma
med	med
första	första
tilfälle	tillfälle
,	,
stemmandes	stämmandes
heela	hela
giället	gället
tilsammans	tillsammans
att	att
hålla	hålla
Sochn	Socken
reckningh	räkning
om	om
inbördes	inbördes
Tunga	Tunga
och	och
Skiutzningar	Skjutsningar
,	,
på	på
dhet	det
dhe	de
een	en
Jänckningh	Jämkning
skulle	skulle
sin	sin
emillan	emellan
kunna	kunna
hålla	hålla
och	och
med	med
hwar	var
annan	annan
liqvidera	likvidera
.	.
	
Dato	Dato
blef	blev
af	av
Rätten	Rätten
afsagdt	avsagt
,	,
och	och
slutit	slutit
,	,
det	det
Kyrkioheerden	Kyrkoherden
Ehrewyrdigh	Ärevyrdig
H:r	H:r
Isaac	Isaac
Alstadius	Alstadius
skall	skall
nyttia	nyttja
och	och
bruka	bruka
halfwe	halva
Erich	Erich
Önnesons	Önnesons
i	i
Rindz	Rindz
Qwarn	Kvarn
til	till
dess	dess
Pengarne	Pengarna
3	3
RD:r	RD:r
blifwe	blir
Kyrkioheerden	Kyrkoherden
restituerade	restituerade
för	för
halfwe	halva
Qwarn	Kvarn
huset	huset
Siuhl	Siuhl
Hermansson	Hermansson
i	i
Rind	Rind
hafwer	har
såldt	sålt
och	och
Pgr	Pgr
.	.
opburit	uppburit
.	.
	
Pehr	Pehr
Månssons	Månssons
hustru	hustru
i	i
Mohlwijken	Mohlwijken
,	,
Kerstin	Kerstin
Torkielsdotter	Torkielsdotter
,	,
som	som
Anno	Anno
1679	1679
den	den
11	11
Decembris	December
förstode	förstod
lagh	lag
